sentence,prompt
"Serbia 's southern province of Kosovo , where the first Serbian state was created in the early Middle Ages , is mostly populated by the ethnic Albanian minority .","province of Kosovo , where is not a named entity ."
"Serbia 's southern province of Kosovo , where the first Serbian state was created in the early Middle Ages , is mostly populated by the ethnic Albanian minority .",. is not a named entity .
"The Channel Islands were occupied from June 30 , 1940 , to May 9 , 1945 , and were among the last places in Europe to be liberated.",Channel Islands is a/an location entity .
"The Channel Islands were occupied from June 30 , 1940 , to May 9 , 1945 , and were among the last places in Europe to be liberated.","June 30 , 1940 is a/an other entity ."
"The Channel Islands were occupied from June 30 , 1940 , to May 9 , 1945 , and were among the last places in Europe to be liberated.","May 9 , 1945 is a/an other entity ."
"The Channel Islands were occupied from June 30 , 1940 , to May 9 , 1945 , and were among the last places in Europe to be liberated.",Europe is a/an location entity .
"The Channel Islands were occupied from June 30 , 1940 , to May 9 , 1945 , and were among the last places in Europe to be liberated.",were among the last places in Europe is not a named entity .
"The Channel Islands were occupied from June 30 , 1940 , to May 9 , 1945 , and were among the last places in Europe to be liberated.",Europe to be is not a named entity .
"The Channel Islands were occupied from June 30 , 1940 , to May 9 , 1945 , and were among the last places in Europe to be liberated.","May 9 , is not a named entity ."
"The Channel Islands were occupied from June 30 , 1940 , to May 9 , 1945 , and were among the last places in Europe to be liberated.",", 1940 , to May 9 , 1945 is not a named entity ."
"The Channel Islands were occupied from June 30 , 1940 , to May 9 , 1945 , and were among the last places in Europe to be liberated.","were occupied from June 30 , 1940 , is not a named entity ."
"The Channel Islands were occupied from June 30 , 1940 , to May 9 , 1945 , and were among the last places in Europe to be liberated.",and were among the last places in is not a named entity .
"The Channel Islands were occupied from June 30 , 1940 , to May 9 , 1945 , and were among the last places in Europe to be liberated.",the last places in Europe to is not a named entity .
"The Channel Islands were occupied from June 30 , 1940 , to May 9 , 1945 , and were among the last places in Europe to be liberated.",the last places in Europe to be liberated. is not a named entity .
"A hearing is set Wednesday in federal court in San Antonio , Texas , where Popeyes is fighting ` ` poison pill ' ' anti-takeover bylaws which Church 's adopted Nov. 4 , more than a week after Popeyes made its offer .",San Antonio is a/an location entity .
"A hearing is set Wednesday in federal court in San Antonio , Texas , where Popeyes is fighting ` ` poison pill ' ' anti-takeover bylaws which Church 's adopted Nov. 4 , more than a week after Popeyes made its offer .",Texas is a/an location entity .
"A hearing is set Wednesday in federal court in San Antonio , Texas , where Popeyes is fighting ` ` poison pill ' ' anti-takeover bylaws which Church 's adopted Nov. 4 , more than a week after Popeyes made its offer .",Popeyes is a/an organization entity .
"A hearing is set Wednesday in federal court in San Antonio , Texas , where Popeyes is fighting ` ` poison pill ' ' anti-takeover bylaws which Church 's adopted Nov. 4 , more than a week after Popeyes made its offer .",Church 's is a/an organization entity .
"A hearing is set Wednesday in federal court in San Antonio , Texas , where Popeyes is fighting ` ` poison pill ' ' anti-takeover bylaws which Church 's adopted Nov. 4 , more than a week after Popeyes made its offer .","Nov. 4 , is a/an other entity ."
"A hearing is set Wednesday in federal court in San Antonio , Texas , where Popeyes is fighting ` ` poison pill ' ' anti-takeover bylaws which Church 's adopted Nov. 4 , more than a week after Popeyes made its offer .",set Wednesday is not a named entity .
"A hearing is set Wednesday in federal court in San Antonio , Texas , where Popeyes is fighting ` ` poison pill ' ' anti-takeover bylaws which Church 's adopted Nov. 4 , more than a week after Popeyes made its offer .","San Antonio , Texas is not a named entity ."
"A hearing is set Wednesday in federal court in San Antonio , Texas , where Popeyes is fighting ` ` poison pill ' ' anti-takeover bylaws which Church 's adopted Nov. 4 , more than a week after Popeyes made its offer .",made its offer is not a named entity .
"A hearing is set Wednesday in federal court in San Antonio , Texas , where Popeyes is fighting ` ` poison pill ' ' anti-takeover bylaws which Church 's adopted Nov. 4 , more than a week after Popeyes made its offer .",which Church 's adopted is not a named entity .
"A hearing is set Wednesday in federal court in San Antonio , Texas , where Popeyes is fighting ` ` poison pill ' ' anti-takeover bylaws which Church 's adopted Nov. 4 , more than a week after Popeyes made its offer .",after Popeyes made is not a named entity .
"A hearing is set Wednesday in federal court in San Antonio , Texas , where Popeyes is fighting ` ` poison pill ' ' anti-takeover bylaws which Church 's adopted Nov. 4 , more than a week after Popeyes made its offer .",set Wednesday in federal court in San Antonio is not a named entity .
"A hearing is set Wednesday in federal court in San Antonio , Texas , where Popeyes is fighting ` ` poison pill ' ' anti-takeover bylaws which Church 's adopted Nov. 4 , more than a week after Popeyes made its offer .",Church 's adopted Nov. is not a named entity .
"A hearing is set Wednesday in federal court in San Antonio , Texas , where Popeyes is fighting ` ` poison pill ' ' anti-takeover bylaws which Church 's adopted Nov. 4 , more than a week after Popeyes made its offer .",in San Antonio is not a named entity .
"A hearing is set Wednesday in federal court in San Antonio , Texas , where Popeyes is fighting ` ` poison pill ' ' anti-takeover bylaws which Church 's adopted Nov. 4 , more than a week after Popeyes made its offer .",more than a week after Popeyes is not a named entity .
"A hearing is set Wednesday in federal court in San Antonio , Texas , where Popeyes is fighting ` ` poison pill ' ' anti-takeover bylaws which Church 's adopted Nov. 4 , more than a week after Popeyes made its offer .",than a is not a named entity .
"After nearly two decades in prison for the assassination of the Rev. Martin Luther King Jr. , James Earl Ray says he would trade places with the hostages in Lebanon .",Rev. Martin Luther King Jr. is a/an person entity .
"After nearly two decades in prison for the assassination of the Rev. Martin Luther King Jr. , James Earl Ray says he would trade places with the hostages in Lebanon .",James Earl Ray is a/an person entity .
"After nearly two decades in prison for the assassination of the Rev. Martin Luther King Jr. , James Earl Ray says he would trade places with the hostages in Lebanon .",Lebanon is a/an location entity .
"After nearly two decades in prison for the assassination of the Rev. Martin Luther King Jr. , James Earl Ray says he would trade places with the hostages in Lebanon .",trade places with the is not a named entity .
"After nearly two decades in prison for the assassination of the Rev. Martin Luther King Jr. , James Earl Ray says he would trade places with the hostages in Lebanon .",Ray says is not a named entity .
"After nearly two decades in prison for the assassination of the Rev. Martin Luther King Jr. , James Earl Ray says he would trade places with the hostages in Lebanon .",says is not a named entity .
"After nearly two decades in prison for the assassination of the Rev. Martin Luther King Jr. , James Earl Ray says he would trade places with the hostages in Lebanon .",assassination of the Rev. is not a named entity .
"After nearly two decades in prison for the assassination of the Rev. Martin Luther King Jr. , James Earl Ray says he would trade places with the hostages in Lebanon .",assassination of the Rev. Martin Luther King Jr. is not a named entity .
"After nearly two decades in prison for the assassination of the Rev. Martin Luther King Jr. , James Earl Ray says he would trade places with the hostages in Lebanon .",hostages in Lebanon . is not a named entity .
"In Pittsburgh , Dade County , Fla. , and Rochester , N.Y. , teacher unions and school administrators have beaten their swords into reform-minded contracts that boost teacher pay and power while making them directly accountable for their students ' performance .",Pittsburgh is a/an location entity .
"In Pittsburgh , Dade County , Fla. , and Rochester , N.Y. , teacher unions and school administrators have beaten their swords into reform-minded contracts that boost teacher pay and power while making them directly accountable for their students ' performance .",Dade County is a/an location entity .
"In Pittsburgh , Dade County , Fla. , and Rochester , N.Y. , teacher unions and school administrators have beaten their swords into reform-minded contracts that boost teacher pay and power while making them directly accountable for their students ' performance .",Fla. is a/an location entity .
"In Pittsburgh , Dade County , Fla. , and Rochester , N.Y. , teacher unions and school administrators have beaten their swords into reform-minded contracts that boost teacher pay and power while making them directly accountable for their students ' performance .",Rochester is a/an location entity .
"In Pittsburgh , Dade County , Fla. , and Rochester , N.Y. , teacher unions and school administrators have beaten their swords into reform-minded contracts that boost teacher pay and power while making them directly accountable for their students ' performance .",N.Y. is a/an location entity .
"In Pittsburgh , Dade County , Fla. , and Rochester , N.Y. , teacher unions and school administrators have beaten their swords into reform-minded contracts that boost teacher pay and power while making them directly accountable for their students ' performance .",accountable is not a named entity .
"In Pittsburgh , Dade County , Fla. , and Rochester , N.Y. , teacher unions and school administrators have beaten their swords into reform-minded contracts that boost teacher pay and power while making them directly accountable for their students ' performance .",their is not a named entity .
"In Pittsburgh , Dade County , Fla. , and Rochester , N.Y. , teacher unions and school administrators have beaten their swords into reform-minded contracts that boost teacher pay and power while making them directly accountable for their students ' performance .","Dade County , Fla. , and is not a named entity ."
"In Pittsburgh , Dade County , Fla. , and Rochester , N.Y. , teacher unions and school administrators have beaten their swords into reform-minded contracts that boost teacher pay and power while making them directly accountable for their students ' performance .",boost teacher pay and power while making them is not a named entity .
"In Pittsburgh , Dade County , Fla. , and Rochester , N.Y. , teacher unions and school administrators have beaten their swords into reform-minded contracts that boost teacher pay and power while making them directly accountable for their students ' performance .",pay and power while making them is not a named entity .
"In Pittsburgh , Dade County , Fla. , and Rochester , N.Y. , teacher unions and school administrators have beaten their swords into reform-minded contracts that boost teacher pay and power while making them directly accountable for their students ' performance .",their swords into reform-minded contracts that is not a named entity .
"In Pittsburgh , Dade County , Fla. , and Rochester , N.Y. , teacher unions and school administrators have beaten their swords into reform-minded contracts that boost teacher pay and power while making them directly accountable for their students ' performance .",have beaten their is not a named entity .
"In Pittsburgh , Dade County , Fla. , and Rochester , N.Y. , teacher unions and school administrators have beaten their swords into reform-minded contracts that boost teacher pay and power while making them directly accountable for their students ' performance .",", and Rochester , is not a named entity ."
"In Pittsburgh , Dade County , Fla. , and Rochester , N.Y. , teacher unions and school administrators have beaten their swords into reform-minded contracts that boost teacher pay and power while making them directly accountable for their students ' performance .",have beaten their swords into reform-minded contracts is not a named entity .
"In Pittsburgh , Dade County , Fla. , and Rochester , N.Y. , teacher unions and school administrators have beaten their swords into reform-minded contracts that boost teacher pay and power while making them directly accountable for their students ' performance .","In Pittsburgh , Dade is not a named entity ."
"Sirhan , a Jerusalem-born Christian Arab , was sentenced to death for Kennedy 's murder but was spared the San Quentin gas chamber after California 's death penalty law was overturned in 1972 by the state Supreme Court .",Sirhan is a/an person entity .
"Sirhan , a Jerusalem-born Christian Arab , was sentenced to death for Kennedy 's murder but was spared the San Quentin gas chamber after California 's death penalty law was overturned in 1972 by the state Supreme Court .",Jerusalem-born is a/an other entity .
"Sirhan , a Jerusalem-born Christian Arab , was sentenced to death for Kennedy 's murder but was spared the San Quentin gas chamber after California 's death penalty law was overturned in 1972 by the state Supreme Court .",Christian is a/an other entity .
"Sirhan , a Jerusalem-born Christian Arab , was sentenced to death for Kennedy 's murder but was spared the San Quentin gas chamber after California 's death penalty law was overturned in 1972 by the state Supreme Court .",Kennedy is a/an person entity .
"Sirhan , a Jerusalem-born Christian Arab , was sentenced to death for Kennedy 's murder but was spared the San Quentin gas chamber after California 's death penalty law was overturned in 1972 by the state Supreme Court .",San Quentin is a/an location entity .
"Sirhan , a Jerusalem-born Christian Arab , was sentenced to death for Kennedy 's murder but was spared the San Quentin gas chamber after California 's death penalty law was overturned in 1972 by the state Supreme Court .",California is a/an location entity .
"Sirhan , a Jerusalem-born Christian Arab , was sentenced to death for Kennedy 's murder but was spared the San Quentin gas chamber after California 's death penalty law was overturned in 1972 by the state Supreme Court .",Supreme Court is a/an organization entity .
"Sirhan , a Jerusalem-born Christian Arab , was sentenced to death for Kennedy 's murder but was spared the San Quentin gas chamber after California 's death penalty law was overturned in 1972 by the state Supreme Court .",for Kennedy 's murder but was spared is not a named entity .
"Sirhan , a Jerusalem-born Christian Arab , was sentenced to death for Kennedy 's murder but was spared the San Quentin gas chamber after California 's death penalty law was overturned in 1972 by the state Supreme Court .",murder but was is not a named entity .
"Sirhan , a Jerusalem-born Christian Arab , was sentenced to death for Kennedy 's murder but was spared the San Quentin gas chamber after California 's death penalty law was overturned in 1972 by the state Supreme Court .",was sentenced to death for Kennedy is not a named entity .
"Sirhan , a Jerusalem-born Christian Arab , was sentenced to death for Kennedy 's murder but was spared the San Quentin gas chamber after California 's death penalty law was overturned in 1972 by the state Supreme Court .",California 's death penalty is not a named entity .
"Sirhan , a Jerusalem-born Christian Arab , was sentenced to death for Kennedy 's murder but was spared the San Quentin gas chamber after California 's death penalty law was overturned in 1972 by the state Supreme Court .",sentenced to death for Kennedy 's murder is not a named entity .
"Sirhan , a Jerusalem-born Christian Arab , was sentenced to death for Kennedy 's murder but was spared the San Quentin gas chamber after California 's death penalty law was overturned in 1972 by the state Supreme Court .",penalty law was overturned in 1972 is not a named entity .
"Sirhan , a Jerusalem-born Christian Arab , was sentenced to death for Kennedy 's murder but was spared the San Quentin gas chamber after California 's death penalty law was overturned in 1972 by the state Supreme Court .",law was overturned in 1972 by the state is not a named entity .
"Sirhan , a Jerusalem-born Christian Arab , was sentenced to death for Kennedy 's murder but was spared the San Quentin gas chamber after California 's death penalty law was overturned in 1972 by the state Supreme Court .",death for Kennedy is not a named entity .
"Sirhan , a Jerusalem-born Christian Arab , was sentenced to death for Kennedy 's murder but was spared the San Quentin gas chamber after California 's death penalty law was overturned in 1972 by the state Supreme Court .",was spared the San Quentin gas is not a named entity .
"Sirhan , a Jerusalem-born Christian Arab , was sentenced to death for Kennedy 's murder but was spared the San Quentin gas chamber after California 's death penalty law was overturned in 1972 by the state Supreme Court .","Jerusalem-born Christian Arab , was sentenced to death is not a named entity ."
"Sirhan , a Jerusalem-born Christian Arab , was sentenced to death for Kennedy 's murder but was spared the San Quentin gas chamber after California 's death penalty law was overturned in 1972 by the state Supreme Court .",'s death penalty is not a named entity .
"Sirhan , a Jerusalem-born Christian Arab , was sentenced to death for Kennedy 's murder but was spared the San Quentin gas chamber after California 's death penalty law was overturned in 1972 by the state Supreme Court .","Sirhan , a is not a named entity ."
"Sirhan , a Jerusalem-born Christian Arab , was sentenced to death for Kennedy 's murder but was spared the San Quentin gas chamber after California 's death penalty law was overturned in 1972 by the state Supreme Court .",was overturned in 1972 by the state is not a named entity .
"Sirhan , a Jerusalem-born Christian Arab , was sentenced to death for Kennedy 's murder but was spared the San Quentin gas chamber after California 's death penalty law was overturned in 1972 by the state Supreme Court .",spared the San Quentin gas chamber after is not a named entity .
Lucille Ball was mourned Wednesday by the western New York hometown she left for Hollywood more than half a century ago .,Lucille Ball is a/an person entity .
Lucille Ball was mourned Wednesday by the western New York hometown she left for Hollywood more than half a century ago .,Wednesday is a/an other entity .
Lucille Ball was mourned Wednesday by the western New York hometown she left for Hollywood more than half a century ago .,New York is a/an location entity .
Lucille Ball was mourned Wednesday by the western New York hometown she left for Hollywood more than half a century ago .,Hollywood is a/an location entity .
Lucille Ball was mourned Wednesday by the western New York hometown she left for Hollywood more than half a century ago .,Ball was mourned Wednesday is not a named entity .
Lucille Ball was mourned Wednesday by the western New York hometown she left for Hollywood more than half a century ago .,left for Hollywood is not a named entity .
Lucille Ball was mourned Wednesday by the western New York hometown she left for Hollywood more than half a century ago .,half a century is not a named entity .
Lucille Ball was mourned Wednesday by the western New York hometown she left for Hollywood more than half a century ago .,left for Hollywood more than is not a named entity .
Lucille Ball was mourned Wednesday by the western New York hometown she left for Hollywood more than half a century ago .,she left for Hollywood more than half a is not a named entity .
Lucille Ball was mourned Wednesday by the western New York hometown she left for Hollywood more than half a century ago .,ago is not a named entity .
Lucille Ball was mourned Wednesday by the western New York hometown she left for Hollywood more than half a century ago .,Wednesday by the western New York hometown she is not a named entity .
Lucille Ball was mourned Wednesday by the western New York hometown she left for Hollywood more than half a century ago .,mourned Wednesday by the western is not a named entity .
U.S. Attorney Anton Valukas said the investigation into corrupt trading practices is still continuing .,U.S. is a/an location entity .
U.S. Attorney Anton Valukas said the investigation into corrupt trading practices is still continuing .,Anton Valukas is a/an person entity .
U.S. Attorney Anton Valukas said the investigation into corrupt trading practices is still continuing .,Valukas said the investigation into corrupt is not a named entity .
U.S. Attorney Anton Valukas said the investigation into corrupt trading practices is still continuing .,U.S. Attorney Anton Valukas said the is not a named entity .
U.S. Attorney Anton Valukas said the investigation into corrupt trading practices is still continuing .,investigation into corrupt trading practices is still continuing is not a named entity .
U.S. Attorney Anton Valukas said the investigation into corrupt trading practices is still continuing .,trading practices is still continuing . is not a named entity .
"` ` The luck was that the book came out at a time when there was a president of the United States who read books , John Kennedy , and he read it , ' ' Harrington said.",United States is a/an location entity .
"` ` The luck was that the book came out at a time when there was a president of the United States who read books , John Kennedy , and he read it , ' ' Harrington said.",John Kennedy is a/an person entity .
"` ` The luck was that the book came out at a time when there was a president of the United States who read books , John Kennedy , and he read it , ' ' Harrington said.",Harrington is a/an person entity .
"` ` The luck was that the book came out at a time when there was a president of the United States who read books , John Kennedy , and he read it , ' ' Harrington said.","books , John Kennedy is not a named entity ."
"` ` The luck was that the book came out at a time when there was a president of the United States who read books , John Kennedy , and he read it , ' ' Harrington said.",the book came out at is not a named entity .
"` ` The luck was that the book came out at a time when there was a president of the United States who read books , John Kennedy , and he read it , ' ' Harrington said.",came is not a named entity .
"` ` The luck was that the book came out at a time when there was a president of the United States who read books , John Kennedy , and he read it , ' ' Harrington said.",at a time when is not a named entity .
"` ` The luck was that the book came out at a time when there was a president of the United States who read books , John Kennedy , and he read it , ' ' Harrington said.",the United States who read is not a named entity .
"` ` The luck was that the book came out at a time when there was a president of the United States who read books , John Kennedy , and he read it , ' ' Harrington said.",time when there is not a named entity .
"` ` It was torn to shreds , ' ' said Beatrice Martinez , public relations secretary at the Ontario airport , about 40 miles east of Los Angeles .",Beatrice Martinez is a/an person entity .
"` ` It was torn to shreds , ' ' said Beatrice Martinez , public relations secretary at the Ontario airport , about 40 miles east of Los Angeles .",Ontario airport is a/an location entity .
"` ` It was torn to shreds , ' ' said Beatrice Martinez , public relations secretary at the Ontario airport , about 40 miles east of Los Angeles .",40 miles is a/an other entity .
"` ` It was torn to shreds , ' ' said Beatrice Martinez , public relations secretary at the Ontario airport , about 40 miles east of Los Angeles .",Los Angeles is a/an location entity .
"` ` It was torn to shreds , ' ' said Beatrice Martinez , public relations secretary at the Ontario airport , about 40 miles east of Los Angeles .",It was torn is not a named entity .
"` ` It was torn to shreds , ' ' said Beatrice Martinez , public relations secretary at the Ontario airport , about 40 miles east of Los Angeles .",at the Ontario airport is not a named entity .
"` ` It was torn to shreds , ' ' said Beatrice Martinez , public relations secretary at the Ontario airport , about 40 miles east of Los Angeles .",", public relations secretary at the Ontario airport is not a named entity ."
"` ` It was torn to shreds , ' ' said Beatrice Martinez , public relations secretary at the Ontario airport , about 40 miles east of Los Angeles .","secretary at the Ontario airport , is not a named entity ."
"` ` It was torn to shreds , ' ' said Beatrice Martinez , public relations secretary at the Ontario airport , about 40 miles east of Los Angeles .","to shreds , ' ' said is not a named entity ."
"` ` It was torn to shreds , ' ' said Beatrice Martinez , public relations secretary at the Ontario airport , about 40 miles east of Los Angeles .","public relations secretary at the Ontario airport , is not a named entity ."
"` ` It was torn to shreds , ' ' said Beatrice Martinez , public relations secretary at the Ontario airport , about 40 miles east of Los Angeles .",` It was torn to is not a named entity .
"` ` It was torn to shreds , ' ' said Beatrice Martinez , public relations secretary at the Ontario airport , about 40 miles east of Los Angeles .","said Beatrice Martinez , public is not a named entity ."
Buenos Aires CLARIN,Buenos Aires is a/an location entity .
Buenos Aires CLARIN,CLARIN is a/an organization entity .
Buenos Aires CLARIN,Aires is not a named entity .
Buenos Aires CLARIN,Aires CLARIN is not a named entity .
Buenos Aires CLARIN,Buenos is not a named entity .
Buenos Aires CLARIN,Buenos Aires CLARIN is not a named entity .
"Lennon was murdered outside his Upper West Side home on Dec. 8 , 1980 , by Mark David Chapman .",Lennon is a/an person entity .
"Lennon was murdered outside his Upper West Side home on Dec. 8 , 1980 , by Mark David Chapman .",Upper West Side is a/an other entity .
"Lennon was murdered outside his Upper West Side home on Dec. 8 , 1980 , by Mark David Chapman .",Dec. is a/an other entity .
"Lennon was murdered outside his Upper West Side home on Dec. 8 , 1980 , by Mark David Chapman .",Mark David Chapman is a/an person entity .
"Lennon was murdered outside his Upper West Side home on Dec. 8 , 1980 , by Mark David Chapman .","on Dec. 8 , 1980 , is not a named entity ."
"Lennon was murdered outside his Upper West Side home on Dec. 8 , 1980 , by Mark David Chapman .",", 1980 , by Mark is not a named entity ."
"Lennon was murdered outside his Upper West Side home on Dec. 8 , 1980 , by Mark David Chapman .",West Side home on Dec. is not a named entity .
"Lennon was murdered outside his Upper West Side home on Dec. 8 , 1980 , by Mark David Chapman .",outside his Upper West Side home on is not a named entity .
"Lennon was murdered outside his Upper West Side home on Dec. 8 , 1980 , by Mark David Chapman .",outside his Upper is not a named entity .
"Lennon was murdered outside his Upper West Side home on Dec. 8 , 1980 , by Mark David Chapman .",by is not a named entity .
"Lennon was murdered outside his Upper West Side home on Dec. 8 , 1980 , by Mark David Chapman .",his Upper West Side is not a named entity .
"Lennon was murdered outside his Upper West Side home on Dec. 8 , 1980 , by Mark David Chapman .",Lennon was murdered outside his Upper West is not a named entity .
"Lennon turned , and Mark David Chapman shot him five times with a .38 revolver. ;",Lennon is a/an person entity .
"Lennon turned , and Mark David Chapman shot him five times with a .38 revolver. ;",Mark David Chapman is a/an person entity .
"Lennon turned , and Mark David Chapman shot him five times with a .38 revolver. ;",Mark David is not a named entity .
"Lennon turned , and Mark David Chapman shot him five times with a .38 revolver. ;",him five times with is not a named entity .
"Lennon turned , and Mark David Chapman shot him five times with a .38 revolver. ;","Lennon turned , and Mark David Chapman shot is not a named entity ."
"Lennon turned , and Mark David Chapman shot him five times with a .38 revolver. ;","turned , and Mark David Chapman is not a named entity ."
"In Waco , near Nelson 's hometown of Abbott , auto parts salesman Dave Crowe proposed that fans join ` ` Willie Aid ' ' by mailing donations straight to the IRS.",Waco is a/an location entity .
"In Waco , near Nelson 's hometown of Abbott , auto parts salesman Dave Crowe proposed that fans join ` ` Willie Aid ' ' by mailing donations straight to the IRS.",Nelson is a/an person entity .
"In Waco , near Nelson 's hometown of Abbott , auto parts salesman Dave Crowe proposed that fans join ` ` Willie Aid ' ' by mailing donations straight to the IRS.",Abbott is a/an location entity .
"In Waco , near Nelson 's hometown of Abbott , auto parts salesman Dave Crowe proposed that fans join ` ` Willie Aid ' ' by mailing donations straight to the IRS.",Dave Crowe is a/an person entity .
"In Waco , near Nelson 's hometown of Abbott , auto parts salesman Dave Crowe proposed that fans join ` ` Willie Aid ' ' by mailing donations straight to the IRS.",Willie Aid is a/an other entity .
"In Waco , near Nelson 's hometown of Abbott , auto parts salesman Dave Crowe proposed that fans join ` ` Willie Aid ' ' by mailing donations straight to the IRS.",IRS. is a/an organization entity .
"In Waco , near Nelson 's hometown of Abbott , auto parts salesman Dave Crowe proposed that fans join ` ` Willie Aid ' ' by mailing donations straight to the IRS.",straight is not a named entity .
"In Waco , near Nelson 's hometown of Abbott , auto parts salesman Dave Crowe proposed that fans join ` ` Willie Aid ' ' by mailing donations straight to the IRS.",parts salesman Dave Crowe proposed that fans join is not a named entity .
"In Waco , near Nelson 's hometown of Abbott , auto parts salesman Dave Crowe proposed that fans join ` ` Willie Aid ' ' by mailing donations straight to the IRS.",' ' by mailing donations straight to the is not a named entity .
"In Waco , near Nelson 's hometown of Abbott , auto parts salesman Dave Crowe proposed that fans join ` ` Willie Aid ' ' by mailing donations straight to the IRS.",", near Nelson 's hometown of is not a named entity ."
"In Waco , near Nelson 's hometown of Abbott , auto parts salesman Dave Crowe proposed that fans join ` ` Willie Aid ' ' by mailing donations straight to the IRS.",join ` is not a named entity .
"In Waco , near Nelson 's hometown of Abbott , auto parts salesman Dave Crowe proposed that fans join ` ` Willie Aid ' ' by mailing donations straight to the IRS.",Dave Crowe proposed that is not a named entity .
"In Waco , near Nelson 's hometown of Abbott , auto parts salesman Dave Crowe proposed that fans join ` ` Willie Aid ' ' by mailing donations straight to the IRS.","hometown of Abbott , auto is not a named entity ."
"In Waco , near Nelson 's hometown of Abbott , auto parts salesman Dave Crowe proposed that fans join ` ` Willie Aid ' ' by mailing donations straight to the IRS.",join ` ` Willie Aid ' ' by is not a named entity .
"In Waco , near Nelson 's hometown of Abbott , auto parts salesman Dave Crowe proposed that fans join ` ` Willie Aid ' ' by mailing donations straight to the IRS.",` ` Willie Aid ' ' is not a named entity .
"In Waco , near Nelson 's hometown of Abbott , auto parts salesman Dave Crowe proposed that fans join ` ` Willie Aid ' ' by mailing donations straight to the IRS.",donations is not a named entity .
"In Waco , near Nelson 's hometown of Abbott , auto parts salesman Dave Crowe proposed that fans join ` ` Willie Aid ' ' by mailing donations straight to the IRS.",parts salesman Dave Crowe proposed is not a named entity .
"In Waco , near Nelson 's hometown of Abbott , auto parts salesman Dave Crowe proposed that fans join ` ` Willie Aid ' ' by mailing donations straight to the IRS.",Crowe proposed that fans join ` is not a named entity .
"As for the "" candidates for 1994-1999 legislators , "" the CNTP recommends that "" workers and popular movements support the candidates committed to our efforts and suggests the names of two candidates from the Papa Egoro Movement : Norma Cano in electoral circuit 8.6 , and Rolando Miller in circuit 8.9 , whom the workers describe as "" great fighters . "" ( quotation marks as published ) The CNTP feels that Norma Cano is a "" labor leader with vast experience , "" and that Rolando Miller is a union champion "" who showed ability and honesty in the struggle against the neoliberal and persecution policies of the current regime . """,CNTP is a/an organization entity .
"As for the "" candidates for 1994-1999 legislators , "" the CNTP recommends that "" workers and popular movements support the candidates committed to our efforts and suggests the names of two candidates from the Papa Egoro Movement : Norma Cano in electoral circuit 8.6 , and Rolando Miller in circuit 8.9 , whom the workers describe as "" great fighters . "" ( quotation marks as published ) The CNTP feels that Norma Cano is a "" labor leader with vast experience , "" and that Rolando Miller is a union champion "" who showed ability and honesty in the struggle against the neoliberal and persecution policies of the current regime . """,Papa Egoro Movement is a/an organization entity .
"As for the "" candidates for 1994-1999 legislators , "" the CNTP recommends that "" workers and popular movements support the candidates committed to our efforts and suggests the names of two candidates from the Papa Egoro Movement : Norma Cano in electoral circuit 8.6 , and Rolando Miller in circuit 8.9 , whom the workers describe as "" great fighters . "" ( quotation marks as published ) The CNTP feels that Norma Cano is a "" labor leader with vast experience , "" and that Rolando Miller is a union champion "" who showed ability and honesty in the struggle against the neoliberal and persecution policies of the current regime . """,Norma Cano is a/an person entity .
"As for the "" candidates for 1994-1999 legislators , "" the CNTP recommends that "" workers and popular movements support the candidates committed to our efforts and suggests the names of two candidates from the Papa Egoro Movement : Norma Cano in electoral circuit 8.6 , and Rolando Miller in circuit 8.9 , whom the workers describe as "" great fighters . "" ( quotation marks as published ) The CNTP feels that Norma Cano is a "" labor leader with vast experience , "" and that Rolando Miller is a union champion "" who showed ability and honesty in the struggle against the neoliberal and persecution policies of the current regime . """,Rolando Miller is a/an person entity .
"As for the "" candidates for 1994-1999 legislators , "" the CNTP recommends that "" workers and popular movements support the candidates committed to our efforts and suggests the names of two candidates from the Papa Egoro Movement : Norma Cano in electoral circuit 8.6 , and Rolando Miller in circuit 8.9 , whom the workers describe as "" great fighters . "" ( quotation marks as published ) The CNTP feels that Norma Cano is a "" labor leader with vast experience , "" and that Rolando Miller is a union champion "" who showed ability and honesty in the struggle against the neoliberal and persecution policies of the current regime . """,two candidates from the Papa is not a named entity .
"As for the "" candidates for 1994-1999 legislators , "" the CNTP recommends that "" workers and popular movements support the candidates committed to our efforts and suggests the names of two candidates from the Papa Egoro Movement : Norma Cano in electoral circuit 8.6 , and Rolando Miller in circuit 8.9 , whom the workers describe as "" great fighters . "" ( quotation marks as published ) The CNTP feels that Norma Cano is a "" labor leader with vast experience , "" and that Rolando Miller is a union champion "" who showed ability and honesty in the struggle against the neoliberal and persecution policies of the current regime . ""","great fighters . "" is not a named entity ."
"As for the "" candidates for 1994-1999 legislators , "" the CNTP recommends that "" workers and popular movements support the candidates committed to our efforts and suggests the names of two candidates from the Papa Egoro Movement : Norma Cano in electoral circuit 8.6 , and Rolando Miller in circuit 8.9 , whom the workers describe as "" great fighters . "" ( quotation marks as published ) The CNTP feels that Norma Cano is a "" labor leader with vast experience , "" and that Rolando Miller is a union champion "" who showed ability and honesty in the struggle against the neoliberal and persecution policies of the current regime . ""","Cano is a "" labor leader with vast is not a named entity ."
