sentence,prompt
CRICKET - LEICESTERSHIRE TAKE OVER AT TOP AFTER INNINGS VICTORY .,"TL;DR , LEICESTERSHIRE is an organization entity ."
"In St Louis "","" Tom Pagnozzi had three hits and three RBI and Alan Benes scattered six hits over six-plus innings as the Cardinals beat the Colorado Rockies 7-4 .","TL;DR , Alan Benes scattered is not a named entity ."
"In St Louis "","" Tom Pagnozzi had three hits and three RBI and Alan Benes scattered six hits over six-plus innings as the Cardinals beat the Colorado Rockies 7-4 .","TL;DR , as the Cardinals beat the is not a named entity ."
"In St Louis "","" Tom Pagnozzi had three hits and three RBI and Alan Benes scattered six hits over six-plus innings as the Cardinals beat the Colorado Rockies 7-4 .","TL;DR , had three hits and three RBI and Alan is not a named entity ."
"In St Louis "","" Tom Pagnozzi had three hits and three RBI and Alan Benes scattered six hits over six-plus innings as the Cardinals beat the Colorado Rockies 7-4 .","TL;DR , six hits over six-plus is not a named entity ."
"In St Louis "","" Tom Pagnozzi had three hits and three RBI and Alan Benes scattered six hits over six-plus innings as the Cardinals beat the Colorado Rockies 7-4 .","TL;DR , innings as the Cardinals beat is not a named entity ."
"In St Louis "","" Tom Pagnozzi had three hits and three RBI and Alan Benes scattered six hits over six-plus innings as the Cardinals beat the Colorado Rockies 7-4 .","TL;DR , three is not a named entity ."
"In St Louis "","" Tom Pagnozzi had three hits and three RBI and Alan Benes scattered six hits over six-plus innings as the Cardinals beat the Colorado Rockies 7-4 .","TL;DR , Rockies is not a named entity ."
"In St Louis "","" Tom Pagnozzi had three hits and three RBI and Alan Benes scattered six hits over six-plus innings as the Cardinals beat the Colorado Rockies 7-4 .","TL;DR , "","" Tom Pagnozzi had three hits is not a named entity ."
"In St Louis "","" Tom Pagnozzi had three hits and three RBI and Alan Benes scattered six hits over six-plus innings as the Cardinals beat the Colorado Rockies 7-4 .","TL;DR , RBI and Alan Benes scattered six hits is not a named entity ."
"In St Louis "","" Tom Pagnozzi had three hits and three RBI and Alan Benes scattered six hits over six-plus innings as the Cardinals beat the Colorado Rockies 7-4 .","TL;DR , beat is not a named entity ."
"In St Louis "","" Tom Pagnozzi had three hits and three RBI and Alan Benes scattered six hits over six-plus innings as the Cardinals beat the Colorado Rockies 7-4 .","TL;DR , the Colorado Rockies is not a named entity ."
"In St Louis "","" Tom Pagnozzi had three hits and three RBI and Alan Benes scattered six hits over six-plus innings as the Cardinals beat the Colorado Rockies 7-4 .","TL;DR , three RBI and Alan Benes scattered six hits is not a named entity ."
"Benes ( 12-8 ) allowed three runs "","" walked three and struck out three for the win .","TL;DR , Benes is a person entity ."
"Benes ( 12-8 ) allowed three runs "","" walked three and struck out three for the win .","TL;DR , three is not a named entity ."
"Benes ( 12-8 ) allowed three runs "","" walked three and struck out three for the win .","TL;DR , and is not a named entity ."
St Louis defeated Colorado for just the second time in 12 meetings dating back to last season .,"TL;DR , St Louis is an organization entity ."
St Louis defeated Colorado for just the second time in 12 meetings dating back to last season .,"TL;DR , Colorado is an organization entity ."
St Louis defeated Colorado for just the second time in 12 meetings dating back to last season .,"TL;DR , in 12 meetings dating back to is not a named entity ."
St Louis defeated Colorado for just the second time in 12 meetings dating back to last season .,"TL;DR , in 12 meetings is not a named entity ."
St Louis defeated Colorado for just the second time in 12 meetings dating back to last season .,"TL;DR , second time in 12 meetings dating back is not a named entity ."
St Louis defeated Colorado for just the second time in 12 meetings dating back to last season .,"TL;DR , second time in 12 meetings is not a named entity ."
"Ray Lankford went 4-for-5 with a pair of doubles for the Cardinals "","" who won for just the third time in 11 games .","TL;DR , Ray Lankford is a person entity ."
"Ray Lankford went 4-for-5 with a pair of doubles for the Cardinals "","" who won for just the third time in 11 games .","TL;DR , Cardinals is an organization entity ."
"Ray Lankford went 4-for-5 with a pair of doubles for the Cardinals "","" who won for just the third time in 11 games .","TL;DR , Ray is not a named entity ."
"Ray Lankford went 4-for-5 with a pair of doubles for the Cardinals "","" who won for just the third time in 11 games .","TL;DR , won for is not a named entity ."
"Ray Lankford went 4-for-5 with a pair of doubles for the Cardinals "","" who won for just the third time in 11 games .","TL;DR , Ray Lankford went 4-for-5 with a is not a named entity ."
"Ray Lankford went 4-for-5 with a pair of doubles for the Cardinals "","" who won for just the third time in 11 games .","TL;DR , for the Cardinals "","" who won is not a named entity ."
Eric Anthony hit a pair of solo homers for the Rockies .,"TL;DR , Eric Anthony is a person entity ."
Eric Anthony hit a pair of solo homers for the Rockies .,"TL;DR , Rockies is an organization entity ."
Eric Anthony hit a pair of solo homers for the Rockies .,"TL;DR , pair of solo homers is not a named entity ."
Eric Anthony hit a pair of solo homers for the Rockies .,"TL;DR , a pair of is not a named entity ."
Eric Anthony hit a pair of solo homers for the Rockies .,"TL;DR , Eric Anthony hit a pair of is not a named entity ."
Eric Anthony hit a pair of solo homers for the Rockies .,"TL;DR , homers is not a named entity ."
"In Pittsburgh "","" Sean Berry tied a career high with six RBI and Donne Wall fired a seven-hitter for his first major-league shutout as the Houston Astros routed the Pirates 10-0 .","TL;DR , Pittsburgh is a location entity ."
"In Pittsburgh "","" Sean Berry tied a career high with six RBI and Donne Wall fired a seven-hitter for his first major-league shutout as the Houston Astros routed the Pirates 10-0 .","TL;DR , Sean Berry is a person entity ."
"In Pittsburgh "","" Sean Berry tied a career high with six RBI and Donne Wall fired a seven-hitter for his first major-league shutout as the Houston Astros routed the Pirates 10-0 .","TL;DR , RBI is an other entity ."
"In Pittsburgh "","" Sean Berry tied a career high with six RBI and Donne Wall fired a seven-hitter for his first major-league shutout as the Houston Astros routed the Pirates 10-0 .","TL;DR , Donne Wall is a person entity ."
"In Pittsburgh "","" Sean Berry tied a career high with six RBI and Donne Wall fired a seven-hitter for his first major-league shutout as the Houston Astros routed the Pirates 10-0 .","TL;DR , Houston Astros is an organization entity ."
"In Pittsburgh "","" Sean Berry tied a career high with six RBI and Donne Wall fired a seven-hitter for his first major-league shutout as the Houston Astros routed the Pirates 10-0 .","TL;DR , Pirates is an organization entity ."
"In Pittsburgh "","" Sean Berry tied a career high with six RBI and Donne Wall fired a seven-hitter for his first major-league shutout as the Houston Astros routed the Pirates 10-0 .","TL;DR , Astros routed the Pirates 10-0 . is not a named entity ."
"In Pittsburgh "","" Sean Berry tied a career high with six RBI and Donne Wall fired a seven-hitter for his first major-league shutout as the Houston Astros routed the Pirates 10-0 .","TL;DR , with six RBI and Donne Wall fired is not a named entity ."
"In Pittsburgh "","" Sean Berry tied a career high with six RBI and Donne Wall fired a seven-hitter for his first major-league shutout as the Houston Astros routed the Pirates 10-0 .","TL;DR , and Donne Wall fired a seven-hitter for his is not a named entity ."
"In Pittsburgh "","" Sean Berry tied a career high with six RBI and Donne Wall fired a seven-hitter for his first major-league shutout as the Houston Astros routed the Pirates 10-0 .","TL;DR , tied a career high with six is not a named entity ."
"In Pittsburgh "","" Sean Berry tied a career high with six RBI and Donne Wall fired a seven-hitter for his first major-league shutout as the Houston Astros routed the Pirates 10-0 .","TL;DR , tied a career high with is not a named entity ."
"In Pittsburgh "","" Sean Berry tied a career high with six RBI and Donne Wall fired a seven-hitter for his first major-league shutout as the Houston Astros routed the Pirates 10-0 .","TL;DR , Houston Astros routed the is not a named entity ."
"In Pittsburgh "","" Sean Berry tied a career high with six RBI and Donne Wall fired a seven-hitter for his first major-league shutout as the Houston Astros routed the Pirates 10-0 .","TL;DR , six is not a named entity ."
"In Pittsburgh "","" Sean Berry tied a career high with six RBI and Donne Wall fired a seven-hitter for his first major-league shutout as the Houston Astros routed the Pirates 10-0 .","TL;DR , with six RBI is not a named entity ."
"In Pittsburgh "","" Sean Berry tied a career high with six RBI and Donne Wall fired a seven-hitter for his first major-league shutout as the Houston Astros routed the Pirates 10-0 .","TL;DR , Houston Astros routed the Pirates is not a named entity ."
"In Pittsburgh "","" Sean Berry tied a career high with six RBI and Donne Wall fired a seven-hitter for his first major-league shutout as the Houston Astros routed the Pirates 10-0 .","TL;DR , Wall fired a seven-hitter for his first major-league is not a named entity ."
"In Pittsburgh "","" Sean Berry tied a career high with six RBI and Donne Wall fired a seven-hitter for his first major-league shutout as the Houston Astros routed the Pirates 10-0 .","TL;DR , Sean Berry tied is not a named entity ."
"In Pittsburgh "","" Sean Berry tied a career high with six RBI and Donne Wall fired a seven-hitter for his first major-league shutout as the Houston Astros routed the Pirates 10-0 .","TL;DR , as the Houston Astros routed the Pirates is not a named entity ."
It was the third time Berry had six RBI in one game .,"TL;DR , Berry is a person entity ."
It was the third time Berry had six RBI in one game .,"TL;DR , RBI is an other entity ."
It was the third time Berry had six RBI in one game .,"TL;DR , RBI in one game is not a named entity ."
It was the third time Berry had six RBI in one game .,"TL;DR , game is not a named entity ."
It was the third time Berry had six RBI in one game .,"TL;DR , had six RBI in is not a named entity ."
It was the third time Berry had six RBI in one game .,"TL;DR , had six RBI in one game is not a named entity ."
Wall ( 9-4 ) struck out four and walked none to post his second complete game of the season and third straight win .,"TL;DR , Wall is a person entity ."
Wall ( 9-4 ) struck out four and walked none to post his second complete game of the season and third straight win .,"TL;DR , third straight is not a named entity ."
Wall ( 9-4 ) struck out four and walked none to post his second complete game of the season and third straight win .,"TL;DR , game of the season and third straight is not a named entity ."
TENNIS - EDBERG REFUSES TO QO QUIETLY .,"TL;DR , EDBERG is a person entity ."
TENNIS - EDBERG REFUSES TO QO QUIETLY .,"TL;DR , - EDBERG REFUSES TO QO QUIETLY . is not a named entity ."
TENNIS - EDBERG REFUSES TO QO QUIETLY .,"TL;DR , REFUSES TO QO QUIETLY is not a named entity ."
Richard Finn,"TL;DR , Richard Finn is a person entity ."
Richard Finn,"TL;DR , Finn is not a named entity ."
Richard Finn,"TL;DR , Richard is not a named entity ."
NEW YORK 1996-08-30,"TL;DR , NEW YORK is a location entity ."
NEW YORK 1996-08-30,"TL;DR , NEW YORK 1996-08-30 is not a named entity ."
NEW YORK 1996-08-30,"TL;DR , YORK is not a named entity ."
"Refusing to go quietly in the night "","" Stefan Edberg extended his stay at his 14th and last U.S. Open when Bernd Karbacher "","" trailing and hurting "","" quit in the fourth set of their second-round match Friday .","TL;DR , Stefan Edberg is a person entity ."
"Refusing to go quietly in the night "","" Stefan Edberg extended his stay at his 14th and last U.S. Open when Bernd Karbacher "","" trailing and hurting "","" quit in the fourth set of their second-round match Friday .","TL;DR , U.S. Open is an other entity ."
"Refusing to go quietly in the night "","" Stefan Edberg extended his stay at his 14th and last U.S. Open when Bernd Karbacher "","" trailing and hurting "","" quit in the fourth set of their second-round match Friday .","TL;DR , Bernd Karbacher is a person entity ."
"Refusing to go quietly in the night "","" Stefan Edberg extended his stay at his 14th and last U.S. Open when Bernd Karbacher "","" trailing and hurting "","" quit in the fourth set of their second-round match Friday .","TL;DR , the is not a named entity ."
"Refusing to go quietly in the night "","" Stefan Edberg extended his stay at his 14th and last U.S. Open when Bernd Karbacher "","" trailing and hurting "","" quit in the fourth set of their second-round match Friday .","TL;DR , when is not a named entity ."
"Refusing to go quietly in the night "","" Stefan Edberg extended his stay at his 14th and last U.S. Open when Bernd Karbacher "","" trailing and hurting "","" quit in the fourth set of their second-round match Friday .","TL;DR , night "","" Stefan Edberg is not a named entity ."
"Refusing to go quietly in the night "","" Stefan Edberg extended his stay at his 14th and last U.S. Open when Bernd Karbacher "","" trailing and hurting "","" quit in the fourth set of their second-round match Friday .","TL;DR , night "","" Stefan Edberg extended his is not a named entity ."
"Refusing to go quietly in the night "","" Stefan Edberg extended his stay at his 14th and last U.S. Open when Bernd Karbacher "","" trailing and hurting "","" quit in the fourth set of their second-round match Friday .","TL;DR , "","" quit in is not a named entity ."
"Refusing to go quietly in the night "","" Stefan Edberg extended his stay at his 14th and last U.S. Open when Bernd Karbacher "","" trailing and hurting "","" quit in the fourth set of their second-round match Friday .","TL;DR , set of their second-round match is not a named entity ."
"The 30-year-old Edberg "","" a former two-time Open champion "","" had wrestled control of the match away from Karbacher when the German "","" hampered by a left hamstring injury "","" decided he could n't continue under the stadium lights at the National Tennis Centre .","TL;DR , Edberg is a person entity ."
"The 30-year-old Edberg "","" a former two-time Open champion "","" had wrestled control of the match away from Karbacher when the German "","" hampered by a left hamstring injury "","" decided he could n't continue under the stadium lights at the National Tennis Centre .","TL;DR , Open is an other entity ."
"The 30-year-old Edberg "","" a former two-time Open champion "","" had wrestled control of the match away from Karbacher when the German "","" hampered by a left hamstring injury "","" decided he could n't continue under the stadium lights at the National Tennis Centre .","TL;DR , Karbacher is a person entity ."
"The 30-year-old Edberg "","" a former two-time Open champion "","" had wrestled control of the match away from Karbacher when the German "","" hampered by a left hamstring injury "","" decided he could n't continue under the stadium lights at the National Tennis Centre .","TL;DR , German is an other entity ."
"The 30-year-old Edberg "","" a former two-time Open champion "","" had wrestled control of the match away from Karbacher when the German "","" hampered by a left hamstring injury "","" decided he could n't continue under the stadium lights at the National Tennis Centre .","TL;DR , National Tennis Centre is a location entity ."
"The 30-year-old Edberg "","" a former two-time Open champion "","" had wrestled control of the match away from Karbacher when the German "","" hampered by a left hamstring injury "","" decided he could n't continue under the stadium lights at the National Tennis Centre .","TL;DR , German "","" hampered by a left hamstring injury is not a named entity ."
"The 30-year-old Edberg "","" a former two-time Open champion "","" had wrestled control of the match away from Karbacher when the German "","" hampered by a left hamstring injury "","" decided he could n't continue under the stadium lights at the National Tennis Centre .","TL;DR , wrestled control of the match away from is not a named entity ."
"The 30-year-old Edberg "","" a former two-time Open champion "","" had wrestled control of the match away from Karbacher when the German "","" hampered by a left hamstring injury "","" decided he could n't continue under the stadium lights at the National Tennis Centre .","TL;DR , "","" a is not a named entity ."
"The 30-year-old Edberg "","" a former two-time Open champion "","" had wrestled control of the match away from Karbacher when the German "","" hampered by a left hamstring injury "","" decided he could n't continue under the stadium lights at the National Tennis Centre .","TL;DR , two-time Open is not a named entity ."
"The 30-year-old Edberg "","" a former two-time Open champion "","" had wrestled control of the match away from Karbacher when the German "","" hampered by a left hamstring injury "","" decided he could n't continue under the stadium lights at the National Tennis Centre .","TL;DR , continue under the stadium lights at the National is not a named entity ."
"The 30-year-old Edberg "","" a former two-time Open champion "","" had wrestled control of the match away from Karbacher when the German "","" hampered by a left hamstring injury "","" decided he could n't continue under the stadium lights at the National Tennis Centre .","TL;DR , stadium lights at the National is not a named entity ."
"The 30-year-old Edberg "","" a former two-time Open champion "","" had wrestled control of the match away from Karbacher when the German "","" hampered by a left hamstring injury "","" decided he could n't continue under the stadium lights at the National Tennis Centre .","TL;DR , "","" a former is not a named entity ."
"The 30-year-old Edberg "","" a former two-time Open champion "","" had wrestled control of the match away from Karbacher when the German "","" hampered by a left hamstring injury "","" decided he could n't continue under the stadium lights at the National Tennis Centre .","TL;DR , German "","" is not a named entity ."
"The 30-year-old Edberg "","" a former two-time Open champion "","" had wrestled control of the match away from Karbacher when the German "","" hampered by a left hamstring injury "","" decided he could n't continue under the stadium lights at the National Tennis Centre .","TL;DR , . is not a named entity ."
"The 30-year-old Edberg "","" a former two-time Open champion "","" had wrestled control of the match away from Karbacher when the German "","" hampered by a left hamstring injury "","" decided he could n't continue under the stadium lights at the National Tennis Centre .","TL;DR , control of the match away from Karbacher is not a named entity ."
"I 'll take it "","" """""""" Edberg "","" who has announced that this will be his last Grand Slam event "","" said of the 3-6 6-3 6-3 1-0 victory .","TL;DR , Edberg is a person entity ."
"I 'll take it "","" """""""" Edberg "","" who has announced that this will be his last Grand Slam event "","" said of the 3-6 6-3 6-3 1-0 victory .","TL;DR , Grand Slam is an other entity ."
"I 'll take it "","" """""""" Edberg "","" who has announced that this will be his last Grand Slam event "","" said of the 3-6 6-3 6-3 1-0 victory .","TL;DR , said of the 3-6 6-3 is not a named entity ."
"I 'll take it "","" """""""" Edberg "","" who has announced that this will be his last Grand Slam event "","" said of the 3-6 6-3 6-3 1-0 victory .","TL;DR , last Grand Slam is not a named entity ."
"I 'll take it "","" """""""" Edberg "","" who has announced that this will be his last Grand Slam event "","" said of the 3-6 6-3 6-3 1-0 victory .","TL;DR , who is not a named entity ."
"I 'll take it "","" """""""" Edberg "","" who has announced that this will be his last Grand Slam event "","" said of the 3-6 6-3 6-3 1-0 victory .","TL;DR , of the 3-6 6-3 6-3 is not a named entity ."
"Ironically "","" Karbacher two years ago ended Ivan Lendl 's Grand Slam career here when the former champion had to retire in the middle of their first-round match .","TL;DR , Karbacher is a person entity ."
"Ironically "","" Karbacher two years ago ended Ivan Lendl 's Grand Slam career here when the former champion had to retire in the middle of their first-round match .","TL;DR , Ivan Lendl is a person entity ."
"Ironically "","" Karbacher two years ago ended Ivan Lendl 's Grand Slam career here when the former champion had to retire in the middle of their first-round match .","TL;DR , Grand Slam is an other entity ."
"Ironically "","" Karbacher two years ago ended Ivan Lendl 's Grand Slam career here when the former champion had to retire in the middle of their first-round match .","TL;DR , their is not a named entity ."
"Ironically "","" Karbacher two years ago ended Ivan Lendl 's Grand Slam career here when the former champion had to retire in the middle of their first-round match .","TL;DR , here when the former champion had to retire is not a named entity ."
"Ironically "","" Karbacher two years ago ended Ivan Lendl 's Grand Slam career here when the former champion had to retire in the middle of their first-round match .","TL;DR , to retire in is not a named entity ."
"Ironically "","" Karbacher two years ago ended Ivan Lendl 's Grand Slam career here when the former champion had to retire in the middle of their first-round match .","TL;DR , career here when the former is not a named entity ."
"Ironically "","" Karbacher two years ago ended Ivan Lendl 's Grand Slam career here when the former champion had to retire in the middle of their first-round match .","TL;DR , Ironically "","" Karbacher two years ago ended is not a named entity ."
"Ironically "","" Karbacher two years ago ended Ivan Lendl 's Grand Slam career here when the former champion had to retire in the middle of their first-round match .","TL;DR , retire in is not a named entity ."
"After seeing the trainer come out early in the third set "","" Edberg was not surprised by Karbacher 's decision not to go on .","TL;DR , Edberg is a person entity ."
"After seeing the trainer come out early in the third set "","" Edberg was not surprised by Karbacher 's decision not to go on .","TL;DR , Karbacher is a person entity ."
"After seeing the trainer come out early in the third set "","" Edberg was not surprised by Karbacher 's decision not to go on .","TL;DR , the third set "","" Edberg was is not a named entity ."
"After seeing the trainer come out early in the third set "","" Edberg was not surprised by Karbacher 's decision not to go on .","TL;DR , 's decision not to is not a named entity ."
"After seeing the trainer come out early in the third set "","" Edberg was not surprised by Karbacher 's decision not to go on .","TL;DR , seeing the trainer come out is not a named entity ."
"After seeing the trainer come out early in the third set "","" Edberg was not surprised by Karbacher 's decision not to go on .","TL;DR , in the third set "","" Edberg was is not a named entity ."
""""""""" I knew he had problems with something "","" """""""" Edberg said . """"""""","TL;DR , Edberg is a person entity ."
""""""""" I knew he had problems with something "","" """""""" Edberg said . """"""""","TL;DR , problems is not a named entity ."
""""""""" I knew he had problems with something "","" """""""" Edberg said . """"""""","TL;DR , problems with is not a named entity ."
Edberg had his own problems early in the match as the Swede battled to acclimate himself to the nighttime conditions while Karbacher was ripping passing shots and blasting serves past him .,"TL;DR , Edberg is a person entity ."
Edberg had his own problems early in the match as the Swede battled to acclimate himself to the nighttime conditions while Karbacher was ripping passing shots and blasting serves past him .,"TL;DR , Swede is an other entity ."
Edberg had his own problems early in the match as the Swede battled to acclimate himself to the nighttime conditions while Karbacher was ripping passing shots and blasting serves past him .,"TL;DR , Karbacher is a person entity ."
Edberg had his own problems early in the match as the Swede battled to acclimate himself to the nighttime conditions while Karbacher was ripping passing shots and blasting serves past him .,"TL;DR , was ripping passing shots and blasting is not a named entity ."
Edberg had his own problems early in the match as the Swede battled to acclimate himself to the nighttime conditions while Karbacher was ripping passing shots and blasting serves past him .,"TL;DR , himself to the is not a named entity ."
Edberg had his own problems early in the match as the Swede battled to acclimate himself to the nighttime conditions while Karbacher was ripping passing shots and blasting serves past him .,"TL;DR , in is not a named entity ."
Edberg had his own problems early in the match as the Swede battled to acclimate himself to the nighttime conditions while Karbacher was ripping passing shots and blasting serves past him .,"TL;DR , passing is not a named entity ."
Edberg had his own problems early in the match as the Swede battled to acclimate himself to the nighttime conditions while Karbacher was ripping passing shots and blasting serves past him .,"TL;DR , to acclimate himself to the nighttime conditions is not a named entity ."
Edberg had his own problems early in the match as the Swede battled to acclimate himself to the nighttime conditions while Karbacher was ripping passing shots and blasting serves past him .,"TL;DR , ripping is not a named entity ."
""""""""" I did n't really feel good to begin with "","" I had problems finding the timing on the ball "","" seeing the ball "","" """""""" said Edberg "","" who upset Wimbledon champion and fifth-seeded Richard Krajicek in the first round .","TL;DR , Edberg is a person entity ."
""""""""" I did n't really feel good to begin with "","" I had problems finding the timing on the ball "","" seeing the ball "","" """""""" said Edberg "","" who upset Wimbledon champion and fifth-seeded Richard Krajicek in the first round .","TL;DR , Wimbledon is an other entity ."
""""""""" I did n't really feel good to begin with "","" I had problems finding the timing on the ball "","" seeing the ball "","" """""""" said Edberg "","" who upset Wimbledon champion and fifth-seeded Richard Krajicek in the first round .","TL;DR , Richard Krajicek is a person entity ."
""""""""" I did n't really feel good to begin with "","" I had problems finding the timing on the ball "","" seeing the ball "","" """""""" said Edberg "","" who upset Wimbledon champion and fifth-seeded Richard Krajicek in the first round .","TL;DR , Edberg "","" who upset Wimbledon champion and fifth-seeded is not a named entity ."
""""""""" I did n't really feel good to begin with "","" I had problems finding the timing on the ball "","" seeing the ball "","" """""""" said Edberg "","" who upset Wimbledon champion and fifth-seeded Richard Krajicek in the first round .","TL;DR , fifth-seeded Richard Krajicek in the first round . is not a named entity ."
""""""""" I did n't really feel good to begin with "","" I had problems finding the timing on the ball "","" seeing the ball "","" """""""" said Edberg "","" who upset Wimbledon champion and fifth-seeded Richard Krajicek in the first round .","TL;DR , begin with "","" I had is not a named entity ."
""""""""" I did n't really feel good to begin with "","" I had problems finding the timing on the ball "","" seeing the ball "","" """""""" said Edberg "","" who upset Wimbledon champion and fifth-seeded Richard Krajicek in the first round .","TL;DR , timing on the ball "","" seeing is not a named entity ."
""""""""" I did n't really feel good to begin with "","" I had problems finding the timing on the ball "","" seeing the ball "","" """""""" said Edberg "","" who upset Wimbledon champion and fifth-seeded Richard Krajicek in the first round .","TL;DR , and fifth-seeded is not a named entity ."
""""""""" I did n't really feel good to begin with "","" I had problems finding the timing on the ball "","" seeing the ball "","" """""""" said Edberg "","" who upset Wimbledon champion and fifth-seeded Richard Krajicek in the first round .","TL;DR , good to begin with "","" is not a named entity ."
Edberg 's tenacity paid off in the second set .,"TL;DR , Edberg is a person entity ."
Edberg 's tenacity paid off in the second set .,"TL;DR , in the second is not a named entity ."
Edberg 's tenacity paid off in the second set .,"TL;DR , in the is not a named entity ."
"Edberg lost his own serve twice "","" but he rallied for three breaks of his own "","" the last to wrap up the set .","TL;DR , Edberg is a person entity ."
"Edberg lost his own serve twice "","" but he rallied for three breaks of his own "","" the last to wrap up the set .","TL;DR , breaks of his own "","" the last is not a named entity ."
"Edberg lost his own serve twice "","" but he rallied for three breaks of his own "","" the last to wrap up the set .","TL;DR , his own serve is not a named entity ."
""""""""" That 's where the match sort of changed "","" """""""" said Edberg . """"""""","TL;DR , Edberg is a person entity ."
""""""""" That 's where the match sort of changed "","" """""""" said Edberg . """"""""","TL;DR , changed "","" is not a named entity ."
""""""""" That 's where the match sort of changed "","" """""""" said Edberg . """"""""","TL;DR , "","" """""""" said Edberg . """""""" is not a named entity ."
Edberg is starting to feel pretty good about postponing his swan song a lot longer .,"TL;DR , Edberg is a person entity ."
Edberg is starting to feel pretty good about postponing his swan song a lot longer .,"TL;DR , to is not a named entity ."
Edberg is starting to feel pretty good about postponing his swan song a lot longer .,"TL;DR , pretty good about postponing is not a named entity ."
""""""""" It does n't look all that bad "","" """""""" Edberg said of his path through the draw starting next with a match against Krajicek 's Dutch countryman Paul Haarhuis .","TL;DR , Edberg is a person entity ."
""""""""" It does n't look all that bad "","" """""""" Edberg said of his path through the draw starting next with a match against Krajicek 's Dutch countryman Paul Haarhuis .","TL;DR , Krajicek is a person entity ."
""""""""" It does n't look all that bad "","" """""""" Edberg said of his path through the draw starting next with a match against Krajicek 's Dutch countryman Paul Haarhuis .","TL;DR , Dutch is an other entity ."
""""""""" It does n't look all that bad "","" """""""" Edberg said of his path through the draw starting next with a match against Krajicek 's Dutch countryman Paul Haarhuis .","TL;DR , Paul Haarhuis is a person entity ."
""""""""" It does n't look all that bad "","" """""""" Edberg said of his path through the draw starting next with a match against Krajicek 's Dutch countryman Paul Haarhuis .","TL;DR , against Krajicek 's Dutch is not a named entity ."
""""""""" It does n't look all that bad "","" """""""" Edberg said of his path through the draw starting next with a match against Krajicek 's Dutch countryman Paul Haarhuis .","TL;DR , through the draw starting next with a is not a named entity ."
""""""""" It does n't look all that bad "","" """""""" Edberg said of his path through the draw starting next with a match against Krajicek 's Dutch countryman Paul Haarhuis .","TL;DR , 's is not a named entity ."
""""""""" It does n't look all that bad "","" """""""" Edberg said of his path through the draw starting next with a match against Krajicek 's Dutch countryman Paul Haarhuis .","TL;DR , next is not a named entity ."
""""""""" It does n't look all that bad "","" """""""" Edberg said of his path through the draw starting next with a match against Krajicek 's Dutch countryman Paul Haarhuis .","TL;DR , starting next is not a named entity ."
""""""""" It does n't look all that bad "","" """""""" Edberg said of his path through the draw starting next with a match against Krajicek 's Dutch countryman Paul Haarhuis .","TL;DR , of his path through is not a named entity ."
""""""""" It does n't look all that bad "","" """""""" Edberg said of his path through the draw starting next with a match against Krajicek 's Dutch countryman Paul Haarhuis .","TL;DR , n't look all that is not a named entity ."
""""""""" It does n't look all that bad "","" """""""" Edberg said of his path through the draw starting next with a match against Krajicek 's Dutch countryman Paul Haarhuis .","TL;DR , It does n't look all that is not a named entity ."
""""""""" I 'm always being realistic "","" """""""" said Edberg . """"""""","TL;DR , Edberg is a person entity ."
""""""""" I 'm always being realistic "","" """""""" said Edberg . """"""""","TL;DR , always being realistic "","" is not a named entity ."
""""""""" I 'm always being realistic "","" """""""" said Edberg . """"""""","TL;DR , I is not a named entity ."
BOXING - PRINCE NASEEM RETAINS WBO FEATHERWEIGHT TITLE .,"TL;DR , NASEEM is a person entity ."
BOXING - PRINCE NASEEM RETAINS WBO FEATHERWEIGHT TITLE .,"TL;DR , NASEEM RETAINS WBO FEATHERWEIGHT is not a named entity ."
BOXING - PRINCE NASEEM RETAINS WBO FEATHERWEIGHT TITLE .,"TL;DR , PRINCE NASEEM RETAINS WBO is not a named entity ."
DUBLIN 1996-08-31,"TL;DR , DUBLIN is a location entity ."
DUBLIN 1996-08-31,"TL;DR , DUBLIN 1996-08-31 is not a named entity ."
DUBLIN 1996-08-31,"TL;DR , 1996-08-31 is not a named entity ."
Britain 's Naseem Hamed retained his WBO featherweight title on Saturday when Mexico 's Manuel Medina was retired by his corner at the end of the 11th round .,"TL;DR , Britain is a location entity ."
Britain 's Naseem Hamed retained his WBO featherweight title on Saturday when Mexico 's Manuel Medina was retired by his corner at the end of the 11th round .,"TL;DR , Naseem Hamed is a person entity ."
Britain 's Naseem Hamed retained his WBO featherweight title on Saturday when Mexico 's Manuel Medina was retired by his corner at the end of the 11th round .,"TL;DR , WBO is an organization entity ."
Britain 's Naseem Hamed retained his WBO featherweight title on Saturday when Mexico 's Manuel Medina was retired by his corner at the end of the 11th round .,"TL;DR , Mexico is a location entity ."
Britain 's Naseem Hamed retained his WBO featherweight title on Saturday when Mexico 's Manuel Medina was retired by his corner at the end of the 11th round .,"TL;DR , Manuel Medina is a person entity ."
Britain 's Naseem Hamed retained his WBO featherweight title on Saturday when Mexico 's Manuel Medina was retired by his corner at the end of the 11th round .,"TL;DR , 's Manuel Medina was retired is not a named entity ."
Britain 's Naseem Hamed retained his WBO featherweight title on Saturday when Mexico 's Manuel Medina was retired by his corner at the end of the 11th round .,"TL;DR , Hamed retained is not a named entity ."
Britain 's Naseem Hamed retained his WBO featherweight title on Saturday when Mexico 's Manuel Medina was retired by his corner at the end of the 11th round .,"TL;DR , by his corner at the end of the is not a named entity ."
