sentence,prompt
CRICKET - LEICESTERSHIRE TAKE OVER AT TOP AFTER INNINGS VICTORY .,"TL;DR , LEICESTERSHIRE is an organization entity ."
Austria and Scotland drew 0-0 in a World Cup soccer European group four qualifier on Saturday .,"TL;DR , Scotland drew is not a named entity ."
Austria and Scotland drew 0-0 in a World Cup soccer European group four qualifier on Saturday .,"TL;DR , Scotland drew 0-0 in is not a named entity ."
Austria and Scotland drew 0-0 in a World Cup soccer European group four qualifier on Saturday .,"TL;DR , and Scotland drew 0-0 in a World is not a named entity ."
BOXING - KNOCK-OUT SPECIALIST MILLER DEFENDS TITLE .,"TL;DR , MILLER is a person entity ."
BOXING - KNOCK-OUT SPECIALIST MILLER DEFENDS TITLE .,"TL;DR , BOXING - KNOCK-OUT SPECIALIST MILLER DEFENDS TITLE is not a named entity ."
BOXING - KNOCK-OUT SPECIALIST MILLER DEFENDS TITLE .,"TL;DR , MILLER DEFENDS TITLE . is not a named entity ."
DUBLIN 1996-08-31,"TL;DR , DUBLIN is a location entity ."
DUBLIN 1996-08-31,"TL;DR , DUBLIN 1996-08-31 is not a named entity ."
DUBLIN 1996-08-31,"TL;DR , 1996-08-31 is not a named entity ."
A powerful right hook followed by a straight left gave defending champion Nate Miller a seventh round knock-out win over fellow American James Heath in their WBA cruiserweight title bout on Saturday .,"TL;DR , Nate Miller is a person entity ."
A powerful right hook followed by a straight left gave defending champion Nate Miller a seventh round knock-out win over fellow American James Heath in their WBA cruiserweight title bout on Saturday .,"TL;DR , American is an other entity ."
A powerful right hook followed by a straight left gave defending champion Nate Miller a seventh round knock-out win over fellow American James Heath in their WBA cruiserweight title bout on Saturday .,"TL;DR , James Heath is a person entity ."
A powerful right hook followed by a straight left gave defending champion Nate Miller a seventh round knock-out win over fellow American James Heath in their WBA cruiserweight title bout on Saturday .,"TL;DR , WBA is an organization entity ."
A powerful right hook followed by a straight left gave defending champion Nate Miller a seventh round knock-out win over fellow American James Heath in their WBA cruiserweight title bout on Saturday .,"TL;DR , over fellow American James Heath in their is not a named entity ."
A powerful right hook followed by a straight left gave defending champion Nate Miller a seventh round knock-out win over fellow American James Heath in their WBA cruiserweight title bout on Saturday .,"TL;DR , American James Heath in their WBA cruiserweight is not a named entity ."
A powerful right hook followed by a straight left gave defending champion Nate Miller a seventh round knock-out win over fellow American James Heath in their WBA cruiserweight title bout on Saturday .,"TL;DR , right hook followed by a is not a named entity ."
A powerful right hook followed by a straight left gave defending champion Nate Miller a seventh round knock-out win over fellow American James Heath in their WBA cruiserweight title bout on Saturday .,"TL;DR , Heath in is not a named entity ."
A powerful right hook followed by a straight left gave defending champion Nate Miller a seventh round knock-out win over fellow American James Heath in their WBA cruiserweight title bout on Saturday .,"TL;DR , seventh round knock-out win over fellow American James is not a named entity ."
A powerful right hook followed by a straight left gave defending champion Nate Miller a seventh round knock-out win over fellow American James Heath in their WBA cruiserweight title bout on Saturday .,"TL;DR , round knock-out win over fellow American James is not a named entity ."
A powerful right hook followed by a straight left gave defending champion Nate Miller a seventh round knock-out win over fellow American James Heath in their WBA cruiserweight title bout on Saturday .,"TL;DR , in their WBA cruiserweight title bout on Saturday is not a named entity ."
A powerful right hook followed by a straight left gave defending champion Nate Miller a seventh round knock-out win over fellow American James Heath in their WBA cruiserweight title bout on Saturday .,"TL;DR , left gave defending is not a named entity ."
"Miller "","" who went into the contest with a record of 24 knock-out wins in 32 fights "","" took charge from the opening bell and had his opponent on the canvas inside 90 seconds when he landed a deft left-hook to the head .","TL;DR , Miller is a person entity ."
"Miller "","" who went into the contest with a record of 24 knock-out wins in 32 fights "","" took charge from the opening bell and had his opponent on the canvas inside 90 seconds when he landed a deft left-hook to the head .","TL;DR , a record of 24 knock-out wins is not a named entity ."
"Miller "","" who went into the contest with a record of 24 knock-out wins in 32 fights "","" took charge from the opening bell and had his opponent on the canvas inside 90 seconds when he landed a deft left-hook to the head .","TL;DR , with is not a named entity ."
Heath did score with two brusing lefts to Miller 's head in the third round but failed to put his opponent under any real pressure .,"TL;DR , Heath is a person entity ."
Heath did score with two brusing lefts to Miller 's head in the third round but failed to put his opponent under any real pressure .,"TL;DR , Miller is a person entity ."
Heath did score with two brusing lefts to Miller 's head in the third round but failed to put his opponent under any real pressure .,"TL;DR , put his opponent under is not a named entity ."
Heath did score with two brusing lefts to Miller 's head in the third round but failed to put his opponent under any real pressure .,"TL;DR , under is not a named entity ."
Heath did score with two brusing lefts to Miller 's head in the third round but failed to put his opponent under any real pressure .,"TL;DR , the third round but is not a named entity ."
Heath did score with two brusing lefts to Miller 's head in the third round but failed to put his opponent under any real pressure .,"TL;DR , round but failed to put is not a named entity ."
"Miller raised the pace of the contest at the start of the fifth round and "","" once he started to get his right-left combinations working for him "","" the fight was never likely to go the distance .","TL;DR , Miller is a person entity ."
"Miller raised the pace of the contest at the start of the fifth round and "","" once he started to get his right-left combinations working for him "","" the fight was never likely to go the distance .","TL;DR , started to get his right-left combinations working is not a named entity ."
"Miller raised the pace of the contest at the start of the fifth round and "","" once he started to get his right-left combinations working for him "","" the fight was never likely to go the distance .","TL;DR , likely to go the is not a named entity ."
SOCCER - DUTCH DRAW 2-2 WITH BRAZIL IN FRIENDLY INTERNATIONAL .,"TL;DR , DUTCH is an other entity ."
SOCCER - DUTCH DRAW 2-2 WITH BRAZIL IN FRIENDLY INTERNATIONAL .,"TL;DR , BRAZIL is a location entity ."
SOCCER - DUTCH DRAW 2-2 WITH BRAZIL IN FRIENDLY INTERNATIONAL .,"TL;DR , WITH BRAZIL IN FRIENDLY INTERNATIONAL . is not a named entity ."
SOCCER - DUTCH DRAW 2-2 WITH BRAZIL IN FRIENDLY INTERNATIONAL .,"TL;DR , DRAW 2-2 WITH BRAZIL IN FRIENDLY is not a named entity ."
SOCCER - DUTCH DRAW 2-2 WITH BRAZIL IN FRIENDLY INTERNATIONAL .,"TL;DR , INTERNATIONAL . is not a named entity ."
SOCCER - DUTCH DRAW 2-2 WITH BRAZIL IN FRIENDLY INTERNATIONAL .,"TL;DR , SOCCER - DUTCH DRAW 2-2 WITH BRAZIL IN is not a named entity ."
AMSTERDAM 1996-08-31,"TL;DR , AMSTERDAM is a location entity ."
AMSTERDAM 1996-08-31,"TL;DR , 1996-08-31 is not a named entity ."
AMSTERDAM 1996-08-31,"TL;DR , AMSTERDAM 1996-08-31 is not a named entity ."
The Netherlands drew 2-2 with,"TL;DR , The Netherlands is a location entity ."
The Netherlands drew 2-2 with,"TL;DR , Netherlands drew 2-2 is not a named entity ."
The Netherlands drew 2-2 with,"TL;DR , 2-2 with is not a named entity ."
Brazil ( half-time 0-1 ) in a soccer friendly on Saturday .,"TL;DR , Brazil is a location entity ."
Brazil ( half-time 0-1 ) in a soccer friendly on Saturday .,"TL;DR , friendly is not a named entity ."
Brazil ( half-time 0-1 ) in a soccer friendly on Saturday .,"TL;DR , soccer friendly on Saturday . is not a named entity ."
"Netherlands - Ronald de Boer ( 52nd minute ) "","" Van Gastel","TL;DR , Netherlands is a location entity ."
"Netherlands - Ronald de Boer ( 52nd minute ) "","" Van Gastel","TL;DR , Ronald de Boer is a person entity ."
"Netherlands - Ronald de Boer ( 52nd minute ) "","" Van Gastel","TL;DR , Van Gastel is a person entity ."
"Netherlands - Ronald de Boer ( 52nd minute ) "","" Van Gastel","TL;DR , - Ronald is not a named entity ."
"Netherlands - Ronald de Boer ( 52nd minute ) "","" Van Gastel","TL;DR , ( 52nd minute is not a named entity ."
"Netherlands - Ronald de Boer ( 52nd minute ) "","" Van Gastel","TL;DR , - is not a named entity ."
"Netherlands - Ronald de Boer ( 52nd minute ) "","" Van Gastel","TL;DR , minute ) is not a named entity ."
"Netherlands - Ronald de Boer ( 52nd minute ) "","" Van Gastel","TL;DR , Ronald is not a named entity ."
"Netherlands - Ronald de Boer ( 52nd minute ) "","" Van Gastel","TL;DR , - Ronald de Boer is not a named entity ."
"Brazil - Giovanni ( 14th ) "","" Marcello Goncalves ( 55th )","TL;DR , Brazil is a location entity ."
"Brazil - Giovanni ( 14th ) "","" Marcello Goncalves ( 55th )","TL;DR , Giovanni is a person entity ."
"Brazil - Giovanni ( 14th ) "","" Marcello Goncalves ( 55th )","TL;DR , Marcello Goncalves is a person entity ."
"Brazil - Giovanni ( 14th ) "","" Marcello Goncalves ( 55th )","TL;DR , Giovanni ( 14th ) "","" Marcello Goncalves ( is not a named entity ."
"Brazil - Giovanni ( 14th ) "","" Marcello Goncalves ( 55th )","TL;DR , "","" is not a named entity ."
"Brazil - Giovanni ( 14th ) "","" Marcello Goncalves ( 55th )","TL;DR , Marcello Goncalves ( 55th ) is not a named entity ."
"Brazil - Giovanni ( 14th ) "","" Marcello Goncalves ( 55th )","TL;DR , 55th ) is not a named entity ."
"Brazil - Giovanni ( 14th ) "","" Marcello Goncalves ( 55th )","TL;DR , Brazil - Giovanni ( 14th ) "","" is not a named entity ."
"Brazil - Giovanni ( 14th ) "","" Marcello Goncalves ( 55th )","TL;DR , Marcello is not a named entity ."
BOXING - MILLER DEFENDS WBA CRUISERWEIGHT TITLE .,"TL;DR , MILLER is a person entity ."
BOXING - MILLER DEFENDS WBA CRUISERWEIGHT TITLE .,"TL;DR , WBA is an organization entity ."
BOXING - MILLER DEFENDS WBA CRUISERWEIGHT TITLE .,"TL;DR , BOXING - MILLER is not a named entity ."
BOXING - MILLER DEFENDS WBA CRUISERWEIGHT TITLE .,"TL;DR , MILLER DEFENDS WBA is not a named entity ."
BOXING - MILLER DEFENDS WBA CRUISERWEIGHT TITLE .,"TL;DR , - is not a named entity ."
BOXING - MILLER DEFENDS WBA CRUISERWEIGHT TITLE .,"TL;DR , - MILLER DEFENDS WBA is not a named entity ."
DUBLIN 1996-08-31,"TL;DR , DUBLIN is a location entity ."
DUBLIN 1996-08-31,"TL;DR , 1996-08-31 is not a named entity ."
DUBLIN 1996-08-31,"TL;DR , DUBLIN 1996-08-31 is not a named entity ."
American Nate Miller successfully defended his WBA cruiserweight title when he knocked out compatriot James Heath in the seventh round of their bout on Saturday .,"TL;DR , American is an other entity ."
American Nate Miller successfully defended his WBA cruiserweight title when he knocked out compatriot James Heath in the seventh round of their bout on Saturday .,"TL;DR , Nate Miller is a person entity ."
American Nate Miller successfully defended his WBA cruiserweight title when he knocked out compatriot James Heath in the seventh round of their bout on Saturday .,"TL;DR , WBA is an organization entity ."
American Nate Miller successfully defended his WBA cruiserweight title when he knocked out compatriot James Heath in the seventh round of their bout on Saturday .,"TL;DR , James Heath is a person entity ."
American Nate Miller successfully defended his WBA cruiserweight title when he knocked out compatriot James Heath in the seventh round of their bout on Saturday .,"TL;DR , defended his WBA is not a named entity ."
American Nate Miller successfully defended his WBA cruiserweight title when he knocked out compatriot James Heath in the seventh round of their bout on Saturday .,"TL;DR , defended is not a named entity ."
American Nate Miller successfully defended his WBA cruiserweight title when he knocked out compatriot James Heath in the seventh round of their bout on Saturday .,"TL;DR , knocked out compatriot James Heath is not a named entity ."
American Nate Miller successfully defended his WBA cruiserweight title when he knocked out compatriot James Heath in the seventh round of their bout on Saturday .,"TL;DR , Heath in the seventh round of their bout is not a named entity ."
American Nate Miller successfully defended his WBA cruiserweight title when he knocked out compatriot James Heath in the seventh round of their bout on Saturday .,"TL;DR , knocked out compatriot is not a named entity ."
American Nate Miller successfully defended his WBA cruiserweight title when he knocked out compatriot James Heath in the seventh round of their bout on Saturday .,"TL;DR , title when he is not a named entity ."
American Nate Miller successfully defended his WBA cruiserweight title when he knocked out compatriot James Heath in the seventh round of their bout on Saturday .,"TL;DR , James Heath in the is not a named entity ."
American Nate Miller successfully defended his WBA cruiserweight title when he knocked out compatriot James Heath in the seventh round of their bout on Saturday .,"TL;DR , his WBA cruiserweight title when he is not a named entity ."
HORSE RACING - TATTERSALLS BREEDERS STAKES RESULT .,"TL;DR , TATTERSALLS BREEDERS is an other entity ."
HORSE RACING - TATTERSALLS BREEDERS STAKES RESULT .,"TL;DR , - TATTERSALLS BREEDERS is not a named entity ."
HORSE RACING - TATTERSALLS BREEDERS STAKES RESULT .,"TL;DR , BREEDERS STAKES RESULT is not a named entity ."
DUBLIN 1996-08-31,"TL;DR , DUBLIN is a location entity ."
DUBLIN 1996-08-31,"TL;DR , DUBLIN 1996-08-31 is not a named entity ."
DUBLIN 1996-08-31,"TL;DR , 1996-08-31 is not a named entity ."
Result of the Tattersalls Breeders,"TL;DR , Tattersalls Breeders is an other entity ."
Result of the Tattersalls Breeders,"TL;DR , the Tattersalls is not a named entity ."
Result of the Tattersalls Breeders,"TL;DR , Breeders is not a named entity ."
"Stakes "","" a race for two-year-olds run over six furlongs ( ""1,200""","TL;DR , Stakes is an other entity ."
"Stakes "","" a race for two-year-olds run over six furlongs ( ""1,200""","TL;DR , race for two-year-olds is not a named entity ."
"Stakes "","" a race for two-year-olds run over six furlongs ( ""1,200""","TL;DR , over six is not a named entity ."
metres ) at The Curragh on Saturday :,"TL;DR , The Curragh is a location entity ."
metres ) at The Curragh on Saturday :,"TL;DR , Curragh is not a named entity ."
metres ) at The Curragh on Saturday :,"TL;DR , Saturday : is not a named entity ."
1. Miss Stamper 3-1 joint-favourite ( ridden by David Harrison ),"TL;DR , Miss Stamper is a person entity ."
1. Miss Stamper 3-1 joint-favourite ( ridden by David Harrison ),"TL;DR , David Harrison is a person entity ."
1. Miss Stamper 3-1 joint-favourite ( ridden by David Harrison ),"TL;DR , 3-1 joint-favourite ( ridden by David Harrison is not a named entity ."
1. Miss Stamper 3-1 joint-favourite ( ridden by David Harrison ),"TL;DR , joint-favourite ( ridden by David Harrison is not a named entity ."
1. Miss Stamper 3-1 joint-favourite ( ridden by David Harrison ),"TL;DR , joint-favourite ( ridden by David Harrison ) is not a named entity ."
1. Miss Stamper 3-1 joint-favourite ( ridden by David Harrison ),"TL;DR , ( ridden by David Harrison is not a named entity ."
2. Paddy Lad 16-1 ( Peter Bloomfield ),"TL;DR , Paddy Lad is a person entity ."
2. Paddy Lad 16-1 ( Peter Bloomfield ),"TL;DR , Peter Bloomfield is a person entity ."
2. Paddy Lad 16-1 ( Peter Bloomfield ),"TL;DR , ( is not a named entity ."
2. Paddy Lad 16-1 ( Peter Bloomfield ),"TL;DR , Bloomfield ) is not a named entity ."
2. Paddy Lad 16-1 ( Peter Bloomfield ),"TL;DR , Peter Bloomfield ) is not a named entity ."
2. Paddy Lad 16-1 ( Peter Bloomfield ),"TL;DR , 2. Paddy Lad 16-1 ( is not a named entity ."
3. Pelham 10-1 ( Warren O'Connor ),"TL;DR , Pelham is a person entity ."
3. Pelham 10-1 ( Warren O'Connor ),"TL;DR , Warren O'Connor is a person entity ."
3. Pelham 10-1 ( Warren O'Connor ),"TL;DR , Pelham 10-1 is not a named entity ."
3. Pelham 10-1 ( Warren O'Connor ),"TL;DR , Warren is not a named entity ."
3. Pelham 10-1 ( Warren O'Connor ),"TL;DR , 10-1 ( Warren O'Connor is not a named entity ."
3. Pelham 10-1 ( Warren O'Connor ),"TL;DR , Pelham 10-1 ( Warren O'Connor ) is not a named entity ."
Winner owned by John and Beryll Remblance and trained in,"TL;DR , John is a person entity ."
Winner owned by John and Beryll Remblance and trained in,"TL;DR , Beryll Remblance is a person entity ."
Winner owned by John and Beryll Remblance and trained in,"TL;DR , owned by John and Beryll Remblance and is not a named entity ."
Winner owned by John and Beryll Remblance and trained in,"TL;DR , Winner is not a named entity ."
Winner owned by John and Beryll Remblance and trained in,"TL;DR , and is not a named entity ."
Winner owned by John and Beryll Remblance and trained in,"TL;DR , John and Beryll is not a named entity ."
Britain by Richard Hannon .,"TL;DR , Britain is a location entity ."
Britain by Richard Hannon .,"TL;DR , Richard Hannon is a person entity ."
Britain by Richard Hannon .,"TL;DR , . is not a named entity ."
Britain by Richard Hannon .,"TL;DR , by Richard is not a named entity ."
Britain by Richard Hannon .,"TL;DR , Britain by is not a named entity ."
Britain by Richard Hannon .,"TL;DR , by Richard Hannon is not a named entity ."
SOCCER - KLINSMANN TO RETIRE AFTER 1998 WORLD CUP .,"TL;DR , KLINSMANN is a person entity ."
SOCCER - KLINSMANN TO RETIRE AFTER 1998 WORLD CUP .,"TL;DR , 1998 WORLD CUP is an other entity ."
SOCCER - KLINSMANN TO RETIRE AFTER 1998 WORLD CUP .,"TL;DR , RETIRE is not a named entity ."
SOCCER - KLINSMANN TO RETIRE AFTER 1998 WORLD CUP .,"TL;DR , - KLINSMANN is not a named entity ."
SOCCER - KLINSMANN TO RETIRE AFTER 1998 WORLD CUP .,"TL;DR , - KLINSMANN TO is not a named entity ."
SOCCER - KLINSMANN TO RETIRE AFTER 1998 WORLD CUP .,"TL;DR , SOCCER - is not a named entity ."
BONN 1996-08-31,"TL;DR , BONN is a location entity ."
BONN 1996-08-31,"TL;DR , BONN 1996-08-31 is not a named entity ."
BONN 1996-08-31,"TL;DR , 1996-08-31 is not a named entity ."
German international striker Juergen Klinsmann has said he will retire after the 1998 World Cup in France .,"TL;DR , German is an other entity ."
German international striker Juergen Klinsmann has said he will retire after the 1998 World Cup in France .,"TL;DR , Juergen Klinsmann is a person entity ."
German international striker Juergen Klinsmann has said he will retire after the 1998 World Cup in France .,"TL;DR , World Cup is an other entity ."
German international striker Juergen Klinsmann has said he will retire after the 1998 World Cup in France .,"TL;DR , France is a location entity ."
German international striker Juergen Klinsmann has said he will retire after the 1998 World Cup in France .,"TL;DR , will retire after the is not a named entity ."
German international striker Juergen Klinsmann has said he will retire after the 1998 World Cup in France .,"TL;DR , has said he will retire after the 1998 is not a named entity ."
German international striker Juergen Klinsmann has said he will retire after the 1998 World Cup in France .,"TL;DR , international striker is not a named entity ."
German international striker Juergen Klinsmann has said he will retire after the 1998 World Cup in France .,"TL;DR , has said he will retire is not a named entity ."
German international striker Juergen Klinsmann has said he will retire after the 1998 World Cup in France .,"TL;DR , 1998 World Cup in is not a named entity ."
German international striker Juergen Klinsmann has said he will retire after the 1998 World Cup in France .,"TL;DR , will retire after the 1998 World Cup in is not a named entity ."
German international striker Juergen Klinsmann has said he will retire after the 1998 World Cup in France .,"TL;DR , Juergen Klinsmann has said is not a named entity ."
German international striker Juergen Klinsmann has said he will retire after the 1998 World Cup in France .,"TL;DR , 1998 is not a named entity ."
""""""""" For myself "","" personally "","" I 've planned things so that that will be the end of me "","" """""""" the 32-year-old national team captain was quoted as saying by the daily Sueddeutsche Zeitung on Saturday .","TL;DR , Sueddeutsche Zeitung is an organization entity ."
""""""""" For myself "","" personally "","" I 've planned things so that that will be the end of me "","" """""""" the 32-year-old national team captain was quoted as saying by the daily Sueddeutsche Zeitung on Saturday .","TL;DR , saying by the daily is not a named entity ."
""""""""" For myself "","" personally "","" I 've planned things so that that will be the end of me "","" """""""" the 32-year-old national team captain was quoted as saying by the daily Sueddeutsche Zeitung on Saturday .","TL;DR , end of me "","" """""""" the 32-year-old is not a named entity ."
Klinsmann said he believed Germany could win in France with the same nucleus of players which won the European championship in England this summer .,"TL;DR , Klinsmann is a person entity ."
Klinsmann said he believed Germany could win in France with the same nucleus of players which won the European championship in England this summer .,"TL;DR , Germany is a location entity ."
Klinsmann said he believed Germany could win in France with the same nucleus of players which won the European championship in England this summer .,"TL;DR , France is a location entity ."
Klinsmann said he believed Germany could win in France with the same nucleus of players which won the European championship in England this summer .,"TL;DR , European is an other entity ."
Klinsmann said he believed Germany could win in France with the same nucleus of players which won the European championship in England this summer .,"TL;DR , England is a location entity ."
Klinsmann said he believed Germany could win in France with the same nucleus of players which won the European championship in England this summer .,"TL;DR , with the is not a named entity ."
Klinsmann said he believed Germany could win in France with the same nucleus of players which won the European championship in England this summer .,"TL;DR , European championship in England this is not a named entity ."
Klinsmann said he believed Germany could win in France with the same nucleus of players which won the European championship in England this summer .,"TL;DR , nucleus of players which won the is not a named entity ."
Klinsmann said he believed Germany could win in France with the same nucleus of players which won the European championship in England this summer .,"TL;DR , he is not a named entity ."
Klinsmann said he believed Germany could win in France with the same nucleus of players which won the European championship in England this summer .,"TL;DR , the European championship in England this summer is not a named entity ."
Klinsmann said he believed Germany could win in France with the same nucleus of players which won the European championship in England this summer .,"TL;DR , the same is not a named entity ."
Klinsmann said he believed Germany could win in France with the same nucleus of players which won the European championship in England this summer .,"TL;DR , same nucleus of players is not a named entity ."
Klinsmann said he believed Germany could win in France with the same nucleus of players which won the European championship in England this summer .,"TL;DR , in France with the same is not a named entity ."
Klinsmann said he believed Germany could win in France with the same nucleus of players which won the European championship in England this summer .,"TL;DR , could win in France with the same is not a named entity ."
Klinsmann said he believed Germany could win in France with the same nucleus of players which won the European championship in England this summer .,"TL;DR , win in France is not a named entity ."
Coach Berti Vogts has called up a virtually identical squad for next week 's friendly against Poland -- Germany 's first match since Euro 96 .,"TL;DR , Berti Vogts is a person entity ."
Coach Berti Vogts has called up a virtually identical squad for next week 's friendly against Poland -- Germany 's first match since Euro 96 .,"TL;DR , Poland is a location entity ."
Coach Berti Vogts has called up a virtually identical squad for next week 's friendly against Poland -- Germany 's first match since Euro 96 .,"TL;DR , Germany is a location entity ."
Coach Berti Vogts has called up a virtually identical squad for next week 's friendly against Poland -- Germany 's first match since Euro 96 .,"TL;DR , Euro 96 is an other entity ."
Coach Berti Vogts has called up a virtually identical squad for next week 's friendly against Poland -- Germany 's first match since Euro 96 .,"TL;DR , a virtually identical squad for is not a named entity ."
Coach Berti Vogts has called up a virtually identical squad for next week 's friendly against Poland -- Germany 's first match since Euro 96 .,"TL;DR , -- Germany 's first is not a named entity ."
Coach Berti Vogts has called up a virtually identical squad for next week 's friendly against Poland -- Germany 's first match since Euro 96 .,"TL;DR , match since Euro 96 is not a named entity ."
Coach Berti Vogts has called up a virtually identical squad for next week 's friendly against Poland -- Germany 's first match since Euro 96 .,"TL;DR , a virtually identical squad for next week is not a named entity ."
Coach Berti Vogts has called up a virtually identical squad for next week 's friendly against Poland -- Germany 's first match since Euro 96 .,"TL;DR , week 's friendly against Poland -- is not a named entity ."
Coach Berti Vogts has called up a virtually identical squad for next week 's friendly against Poland -- Germany 's first match since Euro 96 .,"TL;DR , identical squad for next is not a named entity ."
Coach Berti Vogts has called up a virtually identical squad for next week 's friendly against Poland -- Germany 's first match since Euro 96 .,"TL;DR , friendly against Poland -- Germany 's is not a named entity ."
Coach Berti Vogts has called up a virtually identical squad for next week 's friendly against Poland -- Germany 's first match since Euro 96 .,"TL;DR , -- Germany 's first match since Euro 96 is not a named entity ."
SOCCER - GERMAN CUP SECOND ROUND RESULTS .,"TL;DR , GERMAN CUP is an other entity ."
SOCCER - GERMAN CUP SECOND ROUND RESULTS .,"TL;DR , - is not a named entity ."
SOCCER - GERMAN CUP SECOND ROUND RESULTS .,"TL;DR , GERMAN CUP SECOND ROUND is not a named entity ."
BONN 1996-08-31,"TL;DR , BONN is a location entity ."
BONN 1996-08-31,"TL;DR , BONN 1996-08-31 is not a named entity ."
BONN 1996-08-31,"TL;DR , 1996-08-31 is not a named entity ."
Results of German Cup second round,"TL;DR , German Cup is an other entity ."
Results of German Cup second round,"TL;DR , Results of German is not a named entity ."
Results of German Cup second round,"TL;DR , Results is not a named entity ."
Karlsruhe 2 Hansa Rostock 0,"TL;DR , Karlsruhe is an organization entity ."
Karlsruhe 2 Hansa Rostock 0,"TL;DR , Hansa Rostock is an organization entity ."
Karlsruhe 2 Hansa Rostock 0,"TL;DR , 2 is not a named entity ."
Karlsruhe 2 Hansa Rostock 0,"TL;DR , Karlsruhe 2 Hansa is not a named entity ."
Karlsruhe 2 Hansa Rostock 0,"TL;DR , Karlsruhe 2 Hansa Rostock 0 is not a named entity ."
Karlsruhe 2 Hansa Rostock 0,"TL;DR , 0 is not a named entity ."
Borussia Neunkirchen 1 St Pauli 3,"TL;DR , Borussia Neunkirchen is an organization entity ."
Borussia Neunkirchen 1 St Pauli 3,"TL;DR , St Pauli is an organization entity ."
Borussia Neunkirchen 1 St Pauli 3,"TL;DR , Pauli is not a named entity ."
Borussia Neunkirchen 1 St Pauli 3,"TL;DR , 1 St Pauli is not a named entity ."
Borussia Neunkirchen 1 St Pauli 3,"TL;DR , Borussia Neunkirchen 1 St Pauli 3 is not a named entity ."
Borussia Neunkirchen 1 St Pauli 3,"TL;DR , Neunkirchen 1 St is not a named entity ."
Duisburg 1 Luebeck 0 ( after extra time ),"TL;DR , Duisburg is an organization entity ."
Duisburg 1 Luebeck 0 ( after extra time ),"TL;DR , Luebeck is an organization entity ."
Duisburg 1 Luebeck 0 ( after extra time ),"TL;DR , after is not a named entity ."
Duisburg 1 Luebeck 0 ( after extra time ),"TL;DR , 1 Luebeck 0 is not a named entity ."
Duisburg 1 Luebeck 0 ( after extra time ),"TL;DR , Duisburg 1 Luebeck 0 ( after extra is not a named entity ."
Duisburg 1 Luebeck 0 ( after extra time ),"TL;DR , Luebeck 0 ( after extra is not a named entity ."
SOCCER - ROMANIA BEAT LITHUANIA IN U-21 QUALIFIER .,"TL;DR , ROMANIA is a location entity ."
SOCCER - ROMANIA BEAT LITHUANIA IN U-21 QUALIFIER .,"TL;DR , LITHUANIA is a location entity ."
SOCCER - ROMANIA BEAT LITHUANIA IN U-21 QUALIFIER .,"TL;DR , . is not a named entity ."
SOCCER - ROMANIA BEAT LITHUANIA IN U-21 QUALIFIER .,"TL;DR , SOCCER - ROMANIA BEAT LITHUANIA is not a named entity ."
SOCCER - ROMANIA BEAT LITHUANIA IN U-21 QUALIFIER .,"TL;DR , ROMANIA BEAT LITHUANIA is not a named entity ."
SOCCER - ROMANIA BEAT LITHUANIA IN U-21 QUALIFIER .,"TL;DR , SOCCER - ROMANIA BEAT is not a named entity ."
BUCHAREST 1996-08-30,"TL;DR , BUCHAREST is a location entity ."
BUCHAREST 1996-08-30,"TL;DR , BUCHAREST 1996-08-30 is not a named entity ."
BUCHAREST 1996-08-30,"TL;DR , 1996-08-30 is not a named entity ."
Romania beat 2-1 ( halftime 1-1 ) Lithuania in their European Under-21 soccer match on Friday .,"TL;DR , Romania is a location entity ."
Romania beat 2-1 ( halftime 1-1 ) Lithuania in their European Under-21 soccer match on Friday .,"TL;DR , Lithuania is a location entity ."
Romania beat 2-1 ( halftime 1-1 ) Lithuania in their European Under-21 soccer match on Friday .,"TL;DR , European is an other entity ."
Romania beat 2-1 ( halftime 1-1 ) Lithuania in their European Under-21 soccer match on Friday .,"TL;DR , Under-21 soccer match on Friday . is not a named entity ."
Romania beat 2-1 ( halftime 1-1 ) Lithuania in their European Under-21 soccer match on Friday .,"TL;DR , ( halftime 1-1 ) Lithuania is not a named entity ."
Romania beat 2-1 ( halftime 1-1 ) Lithuania in their European Under-21 soccer match on Friday .,"TL;DR , in their European Under-21 soccer match on is not a named entity ."
Romania beat 2-1 ( halftime 1-1 ) Lithuania in their European Under-21 soccer match on Friday .,"TL;DR , . is not a named entity ."
Romania beat 2-1 ( halftime 1-1 ) Lithuania in their European Under-21 soccer match on Friday .,"TL;DR , 2-1 ( halftime 1-1 ) Lithuania in is not a named entity ."
Romania beat 2-1 ( halftime 1-1 ) Lithuania in their European Under-21 soccer match on Friday .,"TL;DR , on is not a named entity ."
"Romania - Cosmin Contra ( 31st ) "","" Mihai Tararache ( 75th )","TL;DR , Romania is a location entity ."
"Romania - Cosmin Contra ( 31st ) "","" Mihai Tararache ( 75th )","TL;DR , Cosmin Contra is a person entity ."
"Romania - Cosmin Contra ( 31st ) "","" Mihai Tararache ( 75th )","TL;DR , Mihai Tararache is a person entity ."
"Romania - Cosmin Contra ( 31st ) "","" Mihai Tararache ( 75th )","TL;DR , 75th ) is not a named entity ."
"Romania - Cosmin Contra ( 31st ) "","" Mihai Tararache ( 75th )","TL;DR , ) "","" Mihai Tararache is not a named entity ."
"Romania - Cosmin Contra ( 31st ) "","" Mihai Tararache ( 75th )","TL;DR , Romania - Cosmin Contra ( 31st ) is not a named entity ."
