sentence,prompt
"Andrews Lock and Dam , Henry County , Ala. ;","TL;DR , Andrews Lock and Dam is a location entity ."
"Among the assassins -- accused , convicted or would-be -- are Jace Alexander as Lee Harvey Oswald , Victor Garber as John Wilkes Booth , Debra Monk as Sara Jane Moore , Greg Germann as John Hinckley , Annie Golden as Lynette "" Squeaky "" Fromme ( who tried to kill President Ford ) and Terrence Mann as Leon Czolgosz ( who assassinated President McKinley ) .","TL;DR , Moore , Greg Germann as John Hinckley is not a named entity ."
"Among the assassins -- accused , convicted or would-be -- are Jace Alexander as Lee Harvey Oswald , Victor Garber as John Wilkes Booth , Debra Monk as Sara Jane Moore , Greg Germann as John Hinckley , Annie Golden as Lynette "" Squeaky "" Fromme ( who tried to kill President Ford ) and Terrence Mann as Leon Czolgosz ( who assassinated President McKinley ) .","TL;DR , are is not a named entity ."
"Among the assassins -- accused , convicted or would-be -- are Jace Alexander as Lee Harvey Oswald , Victor Garber as John Wilkes Booth , Debra Monk as Sara Jane Moore , Greg Germann as John Hinckley , Annie Golden as Lynette "" Squeaky "" Fromme ( who tried to kill President Ford ) and Terrence Mann as Leon Czolgosz ( who assassinated President McKinley ) .","TL;DR , would-be -- are is not a named entity ."
"Among the assassins -- accused , convicted or would-be -- are Jace Alexander as Lee Harvey Oswald , Victor Garber as John Wilkes Booth , Debra Monk as Sara Jane Moore , Greg Germann as John Hinckley , Annie Golden as Lynette "" Squeaky "" Fromme ( who tried to kill President Ford ) and Terrence Mann as Leon Czolgosz ( who assassinated President McKinley ) .","TL;DR , Oswald , Victor Garber as is not a named entity ."
"Among the assassins -- accused , convicted or would-be -- are Jace Alexander as Lee Harvey Oswald , Victor Garber as John Wilkes Booth , Debra Monk as Sara Jane Moore , Greg Germann as John Hinckley , Annie Golden as Lynette "" Squeaky "" Fromme ( who tried to kill President Ford ) and Terrence Mann as Leon Czolgosz ( who assassinated President McKinley ) .","TL;DR , accused , convicted or would-be -- is not a named entity ."
"Among the assassins -- accused , convicted or would-be -- are Jace Alexander as Lee Harvey Oswald , Victor Garber as John Wilkes Booth , Debra Monk as Sara Jane Moore , Greg Germann as John Hinckley , Annie Golden as Lynette "" Squeaky "" Fromme ( who tried to kill President Ford ) and Terrence Mann as Leon Czolgosz ( who assassinated President McKinley ) .","TL;DR , ( is not a named entity ."
"Among the assassins -- accused , convicted or would-be -- are Jace Alexander as Lee Harvey Oswald , Victor Garber as John Wilkes Booth , Debra Monk as Sara Jane Moore , Greg Germann as John Hinckley , Annie Golden as Lynette "" Squeaky "" Fromme ( who tried to kill President Ford ) and Terrence Mann as Leon Czolgosz ( who assassinated President McKinley ) .","TL;DR , Golden as Lynette "" Squeaky "" is not a named entity ."
"Among the assassins -- accused , convicted or would-be -- are Jace Alexander as Lee Harvey Oswald , Victor Garber as John Wilkes Booth , Debra Monk as Sara Jane Moore , Greg Germann as John Hinckley , Annie Golden as Lynette "" Squeaky "" Fromme ( who tried to kill President Ford ) and Terrence Mann as Leon Czolgosz ( who assassinated President McKinley ) .","TL;DR , and Terrence Mann as Leon Czolgosz is not a named entity ."
"Oswald was arrested during a showing of ` ` War Is Hell ' ' 80 minutes after shooting Kennedy from the sixth floor of the book depository on Nov. 22 , 1963 .","TL;DR , Oswald is a person entity ."
"Oswald was arrested during a showing of ` ` War Is Hell ' ' 80 minutes after shooting Kennedy from the sixth floor of the book depository on Nov. 22 , 1963 .","TL;DR , Kennedy is a person entity ."
"Oswald was arrested during a showing of ` ` War Is Hell ' ' 80 minutes after shooting Kennedy from the sixth floor of the book depository on Nov. 22 , 1963 .","TL;DR , Nov. is an other entity ."
"Oswald was arrested during a showing of ` ` War Is Hell ' ' 80 minutes after shooting Kennedy from the sixth floor of the book depository on Nov. 22 , 1963 .","TL;DR , shooting Kennedy is not a named entity ."
"Oswald was arrested during a showing of ` ` War Is Hell ' ' 80 minutes after shooting Kennedy from the sixth floor of the book depository on Nov. 22 , 1963 .","TL;DR , Hell is not a named entity ."
"Oswald was arrested during a showing of ` ` War Is Hell ' ' 80 minutes after shooting Kennedy from the sixth floor of the book depository on Nov. 22 , 1963 .","TL;DR , during a showing is not a named entity ."
"Oswald was arrested during a showing of ` ` War Is Hell ' ' 80 minutes after shooting Kennedy from the sixth floor of the book depository on Nov. 22 , 1963 .","TL;DR , after is not a named entity ."
"Oswald was arrested during a showing of ` ` War Is Hell ' ' 80 minutes after shooting Kennedy from the sixth floor of the book depository on Nov. 22 , 1963 .","TL;DR , sixth floor of the is not a named entity ."
"Oswald was arrested during a showing of ` ` War Is Hell ' ' 80 minutes after shooting Kennedy from the sixth floor of the book depository on Nov. 22 , 1963 .","TL;DR , of the book depository is not a named entity ."
"The rig , leased by Chevron from Avis Bourg Co. of Folsom , was on its side in about 25 feet of water , a Coast Guard spokesman said.","TL;DR , Chevron is an organization entity ."
"The rig , leased by Chevron from Avis Bourg Co. of Folsom , was on its side in about 25 feet of water , a Coast Guard spokesman said.","TL;DR , Avis Bourg Co. is an organization entity ."
"The rig , leased by Chevron from Avis Bourg Co. of Folsom , was on its side in about 25 feet of water , a Coast Guard spokesman said.","TL;DR , Folsom is a location entity ."
"The rig , leased by Chevron from Avis Bourg Co. of Folsom , was on its side in about 25 feet of water , a Coast Guard spokesman said.","TL;DR , 25 feet is an other entity ."
"The rig , leased by Chevron from Avis Bourg Co. of Folsom , was on its side in about 25 feet of water , a Coast Guard spokesman said.","TL;DR , Coast Guard is an organization entity ."
"The rig , leased by Chevron from Avis Bourg Co. of Folsom , was on its side in about 25 feet of water , a Coast Guard spokesman said.","TL;DR , from Avis Bourg Co. of is not a named entity ."
"The rig , leased by Chevron from Avis Bourg Co. of Folsom , was on its side in about 25 feet of water , a Coast Guard spokesman said.","TL;DR , of Folsom , was on is not a named entity ."
"The rig , leased by Chevron from Avis Bourg Co. of Folsom , was on its side in about 25 feet of water , a Coast Guard spokesman said.","TL;DR , in about 25 feet of water is not a named entity ."
"The rig , leased by Chevron from Avis Bourg Co. of Folsom , was on its side in about 25 feet of water , a Coast Guard spokesman said.","TL;DR , its side in about 25 feet of is not a named entity ."
"The rig , leased by Chevron from Avis Bourg Co. of Folsom , was on its side in about 25 feet of water , a Coast Guard spokesman said.","TL;DR , Avis Bourg Co. of Folsom is not a named entity ."
"The rig , leased by Chevron from Avis Bourg Co. of Folsom , was on its side in about 25 feet of water , a Coast Guard spokesman said.","TL;DR , by Chevron from Avis Bourg Co. is not a named entity ."
"The rig , leased by Chevron from Avis Bourg Co. of Folsom , was on its side in about 25 feet of water , a Coast Guard spokesman said.","TL;DR , rig , leased by Chevron from Avis is not a named entity ."
"The rig , leased by Chevron from Avis Bourg Co. of Folsom , was on its side in about 25 feet of water , a Coast Guard spokesman said.","TL;DR , The is not a named entity ."
"The rig , leased by Chevron from Avis Bourg Co. of Folsom , was on its side in about 25 feet of water , a Coast Guard spokesman said.","TL;DR , , leased by Chevron from is not a named entity ."
"The rig , leased by Chevron from Avis Bourg Co. of Folsom , was on its side in about 25 feet of water , a Coast Guard spokesman said.","TL;DR , , leased by Chevron from Avis Bourg Co. is not a named entity ."
"In 1936 , rock legend Buddy Holly was born Charles Hardin Holley in Lubbock , Texas .","TL;DR , Buddy Holly is a person entity ."
"In 1936 , rock legend Buddy Holly was born Charles Hardin Holley in Lubbock , Texas .","TL;DR , Charles Hardin Holley is a person entity ."
"In 1936 , rock legend Buddy Holly was born Charles Hardin Holley in Lubbock , Texas .","TL;DR , Lubbock , Texas is a location entity ."
"In 1936 , rock legend Buddy Holly was born Charles Hardin Holley in Lubbock , Texas .","TL;DR , In 1936 , rock legend is not a named entity ."
"In 1936 , rock legend Buddy Holly was born Charles Hardin Holley in Lubbock , Texas .","TL;DR , rock legend Buddy Holly is not a named entity ."
"In 1936 , rock legend Buddy Holly was born Charles Hardin Holley in Lubbock , Texas .","TL;DR , , rock is not a named entity ."
"In 1936 , rock legend Buddy Holly was born Charles Hardin Holley in Lubbock , Texas .","TL;DR , , Texas . is not a named entity ."
"In 1936 , rock legend Buddy Holly was born Charles Hardin Holley in Lubbock , Texas .","TL;DR , 1936 , rock is not a named entity ."
"In 1936 , rock legend Buddy Holly was born Charles Hardin Holley in Lubbock , Texas .","TL;DR , in Lubbock , Texas is not a named entity ."
"ROCK HILL , S.C .","TL;DR , ROCK HILL is a location entity ."
"ROCK HILL , S.C .","TL;DR , S.C is a location entity ."
"ROCK HILL , S.C .","TL;DR , ROCK HILL , is not a named entity ."
"ROCK HILL , S.C .","TL;DR , , S.C . is not a named entity ."
"ROCK HILL , S.C .","TL;DR , HILL is not a named entity ."
"ROCK HILL , S.C .","TL;DR , HILL , S.C is not a named entity ."
"The ANSA news agency said the operation involved police in Umbria and Lazio provinces in central Italy and Campania province in the south , without specifying exact arrest locations .","TL;DR , ANSA is an organization entity ."
"The ANSA news agency said the operation involved police in Umbria and Lazio provinces in central Italy and Campania province in the south , without specifying exact arrest locations .","TL;DR , Umbria is a location entity ."
"The ANSA news agency said the operation involved police in Umbria and Lazio provinces in central Italy and Campania province in the south , without specifying exact arrest locations .","TL;DR , Lazio is a location entity ."
"The ANSA news agency said the operation involved police in Umbria and Lazio provinces in central Italy and Campania province in the south , without specifying exact arrest locations .","TL;DR , Italy is a location entity ."
"The ANSA news agency said the operation involved police in Umbria and Lazio provinces in central Italy and Campania province in the south , without specifying exact arrest locations .","TL;DR , Campania is a location entity ."
"The ANSA news agency said the operation involved police in Umbria and Lazio provinces in central Italy and Campania province in the south , without specifying exact arrest locations .","TL;DR , locations . is not a named entity ."
"The ANSA news agency said the operation involved police in Umbria and Lazio provinces in central Italy and Campania province in the south , without specifying exact arrest locations .","TL;DR , and Campania province in the south is not a named entity ."
"The ANSA news agency said the operation involved police in Umbria and Lazio provinces in central Italy and Campania province in the south , without specifying exact arrest locations .","TL;DR , agency is not a named entity ."
"The ANSA news agency said the operation involved police in Umbria and Lazio provinces in central Italy and Campania province in the south , without specifying exact arrest locations .","TL;DR , involved police in Umbria is not a named entity ."
"The ANSA news agency said the operation involved police in Umbria and Lazio provinces in central Italy and Campania province in the south , without specifying exact arrest locations .","TL;DR , in central Italy and Campania province in is not a named entity ."
"The ANSA news agency said the operation involved police in Umbria and Lazio provinces in central Italy and Campania province in the south , without specifying exact arrest locations .","TL;DR , the operation involved police in Umbria and Lazio is not a named entity ."
"The ANSA news agency said the operation involved police in Umbria and Lazio provinces in central Italy and Campania province in the south , without specifying exact arrest locations .","TL;DR , said the operation involved is not a named entity ."
"The ANSA news agency said the operation involved police in Umbria and Lazio provinces in central Italy and Campania province in the south , without specifying exact arrest locations .","TL;DR , agency said the operation involved police is not a named entity ."
"The ANSA news agency said the operation involved police in Umbria and Lazio provinces in central Italy and Campania province in the south , without specifying exact arrest locations .","TL;DR , the operation involved police in Umbria is not a named entity ."
"The ANSA news agency said the operation involved police in Umbria and Lazio provinces in central Italy and Campania province in the south , without specifying exact arrest locations .","TL;DR , Campania province in the is not a named entity ."
"They found it when Herschel Grynszpan , a 17-year-old Jew enraged by his family 's deportation to Poland , shot and mortally wounded German Embassy Third Secretary Ernst vom Rath in Paris on Nov. 7 , 1938 .","TL;DR , Herschel Grynszpan is a person entity ."
"They found it when Herschel Grynszpan , a 17-year-old Jew enraged by his family 's deportation to Poland , shot and mortally wounded German Embassy Third Secretary Ernst vom Rath in Paris on Nov. 7 , 1938 .","TL;DR , Jew is an other entity ."
"They found it when Herschel Grynszpan , a 17-year-old Jew enraged by his family 's deportation to Poland , shot and mortally wounded German Embassy Third Secretary Ernst vom Rath in Paris on Nov. 7 , 1938 .","TL;DR , Poland is a location entity ."
"They found it when Herschel Grynszpan , a 17-year-old Jew enraged by his family 's deportation to Poland , shot and mortally wounded German Embassy Third Secretary Ernst vom Rath in Paris on Nov. 7 , 1938 .","TL;DR , German Embassy Third Secretary Ernst vom Rath is a person entity ."
"They found it when Herschel Grynszpan , a 17-year-old Jew enraged by his family 's deportation to Poland , shot and mortally wounded German Embassy Third Secretary Ernst vom Rath in Paris on Nov. 7 , 1938 .","TL;DR , Paris is a location entity ."
"They found it when Herschel Grynszpan , a 17-year-old Jew enraged by his family 's deportation to Poland , shot and mortally wounded German Embassy Third Secretary Ernst vom Rath in Paris on Nov. 7 , 1938 .","TL;DR , Nov. is an other entity ."
"They found it when Herschel Grynszpan , a 17-year-old Jew enraged by his family 's deportation to Poland , shot and mortally wounded German Embassy Third Secretary Ernst vom Rath in Paris on Nov. 7 , 1938 .","TL;DR , Grynszpan , a is not a named entity ."
"They found it when Herschel Grynszpan , a 17-year-old Jew enraged by his family 's deportation to Poland , shot and mortally wounded German Embassy Third Secretary Ernst vom Rath in Paris on Nov. 7 , 1938 .","TL;DR , mortally wounded German Embassy Third Secretary is not a named entity ."
"They found it when Herschel Grynszpan , a 17-year-old Jew enraged by his family 's deportation to Poland , shot and mortally wounded German Embassy Third Secretary Ernst vom Rath in Paris on Nov. 7 , 1938 .","TL;DR , Secretary Ernst vom Rath is not a named entity ."
"They found it when Herschel Grynszpan , a 17-year-old Jew enraged by his family 's deportation to Poland , shot and mortally wounded German Embassy Third Secretary Ernst vom Rath in Paris on Nov. 7 , 1938 .","TL;DR , , shot and mortally wounded German is not a named entity ."
"They found it when Herschel Grynszpan , a 17-year-old Jew enraged by his family 's deportation to Poland , shot and mortally wounded German Embassy Third Secretary Ernst vom Rath in Paris on Nov. 7 , 1938 .","TL;DR , when Herschel Grynszpan , a 17-year-old Jew is not a named entity ."
"They found it when Herschel Grynszpan , a 17-year-old Jew enraged by his family 's deportation to Poland , shot and mortally wounded German Embassy Third Secretary Ernst vom Rath in Paris on Nov. 7 , 1938 .","TL;DR , Herschel Grynszpan , a 17-year-old Jew enraged is not a named entity ."
"They found it when Herschel Grynszpan , a 17-year-old Jew enraged by his family 's deportation to Poland , shot and mortally wounded German Embassy Third Secretary Ernst vom Rath in Paris on Nov. 7 , 1938 .","TL;DR , it when Herschel Grynszpan , a 17-year-old Jew is not a named entity ."
"They found it when Herschel Grynszpan , a 17-year-old Jew enraged by his family 's deportation to Poland , shot and mortally wounded German Embassy Third Secretary Ernst vom Rath in Paris on Nov. 7 , 1938 .","TL;DR , Secretary Ernst vom Rath in Paris on Nov. is not a named entity ."
"They found it when Herschel Grynszpan , a 17-year-old Jew enraged by his family 's deportation to Poland , shot and mortally wounded German Embassy Third Secretary Ernst vom Rath in Paris on Nov. 7 , 1938 .","TL;DR , when Herschel Grynszpan is not a named entity ."
"They found it when Herschel Grynszpan , a 17-year-old Jew enraged by his family 's deportation to Poland , shot and mortally wounded German Embassy Third Secretary Ernst vom Rath in Paris on Nov. 7 , 1938 .","TL;DR , , a 17-year-old is not a named entity ."
"They found it when Herschel Grynszpan , a 17-year-old Jew enraged by his family 's deportation to Poland , shot and mortally wounded German Embassy Third Secretary Ernst vom Rath in Paris on Nov. 7 , 1938 .","TL;DR , family 's deportation to Poland , shot is not a named entity ."
"They found it when Herschel Grynszpan , a 17-year-old Jew enraged by his family 's deportation to Poland , shot and mortally wounded German Embassy Third Secretary Ernst vom Rath in Paris on Nov. 7 , 1938 .","TL;DR , family 's deportation to Poland , shot and is not a named entity ."
"Kennedy had just won California 's Democratic presidential primary when Sirhan shot him in Los Angeles on June 5 , 1968 .","TL;DR , Kennedy is a person entity ."
"Kennedy had just won California 's Democratic presidential primary when Sirhan shot him in Los Angeles on June 5 , 1968 .","TL;DR , California is a location entity ."
"Kennedy had just won California 's Democratic presidential primary when Sirhan shot him in Los Angeles on June 5 , 1968 .","TL;DR , Sirhan is a person entity ."
"Kennedy had just won California 's Democratic presidential primary when Sirhan shot him in Los Angeles on June 5 , 1968 .","TL;DR , Los Angeles is a location entity ."
"Kennedy had just won California 's Democratic presidential primary when Sirhan shot him in Los Angeles on June 5 , 1968 .","TL;DR , June is an other entity ."
"Kennedy had just won California 's Democratic presidential primary when Sirhan shot him in Los Angeles on June 5 , 1968 .","TL;DR , 1968 . is not a named entity ."
"Kennedy had just won California 's Democratic presidential primary when Sirhan shot him in Los Angeles on June 5 , 1968 .","TL;DR , primary is not a named entity ."
"Kennedy had just won California 's Democratic presidential primary when Sirhan shot him in Los Angeles on June 5 , 1968 .","TL;DR , in Los Angeles on is not a named entity ."
"Kennedy had just won California 's Democratic presidential primary when Sirhan shot him in Los Angeles on June 5 , 1968 .","TL;DR , 5 , 1968 is not a named entity ."
"Kennedy had just won California 's Democratic presidential primary when Sirhan shot him in Los Angeles on June 5 , 1968 .","TL;DR , just won California 's Democratic presidential primary is not a named entity ."
"Kennedy had just won California 's Democratic presidential primary when Sirhan shot him in Los Angeles on June 5 , 1968 .","TL;DR , on June 5 , 1968 is not a named entity ."
"Kennedy had just won California 's Democratic presidential primary when Sirhan shot him in Los Angeles on June 5 , 1968 .","TL;DR , had just won California 's is not a named entity ."
"Kennedy had just won California 's Democratic presidential primary when Sirhan shot him in Los Angeles on June 5 , 1968 .","TL;DR , had is not a named entity ."
"Kennedy had just won California 's Democratic presidential primary when Sirhan shot him in Los Angeles on June 5 , 1968 .","TL;DR , just won California 's Democratic presidential is not a named entity ."
"Kennedy had just won California 's Democratic presidential primary when Sirhan shot him in Los Angeles on June 5 , 1968 .","TL;DR , on June 5 , 1968 . is not a named entity ."
"JOHANNESBURG , South Africa ( AP )","TL;DR , JOHANNESBURG is a location entity ."
"JOHANNESBURG , South Africa ( AP )","TL;DR , South Africa is a location entity ."
"JOHANNESBURG , South Africa ( AP )","TL;DR , AP is an organization entity ."
"JOHANNESBURG , South Africa ( AP )","TL;DR , Africa ( AP ) is not a named entity ."
"JOHANNESBURG , South Africa ( AP )","TL;DR , , South Africa ( AP is not a named entity ."
"JOHANNESBURG , South Africa ( AP )","TL;DR , JOHANNESBURG , South is not a named entity ."
"JOHANNESBURG , South Africa ( AP )","TL;DR , JOHANNESBURG , South Africa ( AP ) is not a named entity ."
"JOHANNESBURG , South Africa ( AP )","TL;DR , , South Africa is not a named entity ."
"JOHANNESBURG , South Africa ( AP )","TL;DR , Africa is not a named entity ."
Athens I KATHIMERINI,"TL;DR , Athens is a location entity ."
Athens I KATHIMERINI,"TL;DR , I KATHIMERINI is an organization entity ."
Athens I KATHIMERINI,"TL;DR , Athens I is not a named entity ."
Athens I KATHIMERINI,"TL;DR , Athens I KATHIMERINI is not a named entity ."
Athens I KATHIMERINI,"TL;DR , I is not a named entity ."
Athens I KATHIMERINI,"TL;DR , KATHIMERINI is not a named entity ."
"James Earl Ray , who is serving a 99-year prison sentence for the assassination of the Rev. Martin Luther King , lost a Supreme Court appeal today .","TL;DR , James Earl Ray is a person entity ."
"James Earl Ray , who is serving a 99-year prison sentence for the assassination of the Rev. Martin Luther King , lost a Supreme Court appeal today .","TL;DR , Rev. Martin Luther King is a person entity ."
"James Earl Ray , who is serving a 99-year prison sentence for the assassination of the Rev. Martin Luther King , lost a Supreme Court appeal today .","TL;DR , Supreme Court is an organization entity ."
"James Earl Ray , who is serving a 99-year prison sentence for the assassination of the Rev. Martin Luther King , lost a Supreme Court appeal today .","TL;DR , for the assassination of the Rev. is not a named entity ."
"James Earl Ray , who is serving a 99-year prison sentence for the assassination of the Rev. Martin Luther King , lost a Supreme Court appeal today .","TL;DR , sentence for the assassination is not a named entity ."
"James Earl Ray , who is serving a 99-year prison sentence for the assassination of the Rev. Martin Luther King , lost a Supreme Court appeal today .","TL;DR , the Rev. Martin Luther is not a named entity ."
"James Earl Ray , who is serving a 99-year prison sentence for the assassination of the Rev. Martin Luther King , lost a Supreme Court appeal today .","TL;DR , sentence for the assassination of the Rev. is not a named entity ."
"James Earl Ray , who is serving a 99-year prison sentence for the assassination of the Rev. Martin Luther King , lost a Supreme Court appeal today .","TL;DR , Court appeal is not a named entity ."
"James Earl Ray , who is serving a 99-year prison sentence for the assassination of the Rev. Martin Luther King , lost a Supreme Court appeal today .","TL;DR , a Supreme Court appeal is not a named entity ."
"In 1981 , Mark David Chapman pleaded guilty to killing rock star John Lennon outside Lennon 's New York City apartment building the previous December .","TL;DR , Mark David Chapman is a person entity ."
"In 1981 , Mark David Chapman pleaded guilty to killing rock star John Lennon outside Lennon 's New York City apartment building the previous December .","TL;DR , John Lennon is a person entity ."
"In 1981 , Mark David Chapman pleaded guilty to killing rock star John Lennon outside Lennon 's New York City apartment building the previous December .","TL;DR , Lennon is a person entity ."
"In 1981 , Mark David Chapman pleaded guilty to killing rock star John Lennon outside Lennon 's New York City apartment building the previous December .","TL;DR , New York City is a location entity ."
"In 1981 , Mark David Chapman pleaded guilty to killing rock star John Lennon outside Lennon 's New York City apartment building the previous December .","TL;DR , December is an other entity ."
"In 1981 , Mark David Chapman pleaded guilty to killing rock star John Lennon outside Lennon 's New York City apartment building the previous December .","TL;DR , to killing rock star John Lennon outside Lennon is not a named entity ."
"In 1981 , Mark David Chapman pleaded guilty to killing rock star John Lennon outside Lennon 's New York City apartment building the previous December .","TL;DR , 1981 , is not a named entity ."
"In 1981 , Mark David Chapman pleaded guilty to killing rock star John Lennon outside Lennon 's New York City apartment building the previous December .","TL;DR , York City is not a named entity ."
"In 1981 , Mark David Chapman pleaded guilty to killing rock star John Lennon outside Lennon 's New York City apartment building the previous December .","TL;DR , York City apartment is not a named entity ."
"In 1981 , Mark David Chapman pleaded guilty to killing rock star John Lennon outside Lennon 's New York City apartment building the previous December .","TL;DR , 1981 , Mark is not a named entity ."
"In 1981 , Mark David Chapman pleaded guilty to killing rock star John Lennon outside Lennon 's New York City apartment building the previous December .","TL;DR , rock star John Lennon outside Lennon 's New is not a named entity ."
"In 1981 , Mark David Chapman pleaded guilty to killing rock star John Lennon outside Lennon 's New York City apartment building the previous December .","TL;DR , killing rock star John is not a named entity ."
"In 1981 , Mark David Chapman pleaded guilty to killing rock star John Lennon outside Lennon 's New York City apartment building the previous December .","TL;DR , Lennon outside Lennon 's is not a named entity ."
"In 1981 , Mark David Chapman pleaded guilty to killing rock star John Lennon outside Lennon 's New York City apartment building the previous December .","TL;DR , In 1981 , Mark David Chapman pleaded is not a named entity ."
"In 1981 , Mark David Chapman pleaded guilty to killing rock star John Lennon outside Lennon 's New York City apartment building the previous December .","TL;DR , apartment is not a named entity ."
Actor Karl Malden will teach acting in realistic American drama for two weeks beginning Monday at Vanderbilt University .,"TL;DR , Karl Malden is a person entity ."
Actor Karl Malden will teach acting in realistic American drama for two weeks beginning Monday at Vanderbilt University .,"TL;DR , Vanderbilt University is an organization entity ."
Actor Karl Malden will teach acting in realistic American drama for two weeks beginning Monday at Vanderbilt University .,"TL;DR , two weeks beginning Monday at Vanderbilt is not a named entity ."
Actor Karl Malden will teach acting in realistic American drama for two weeks beginning Monday at Vanderbilt University .,"TL;DR , Malden will is not a named entity ."
Actor Karl Malden will teach acting in realistic American drama for two weeks beginning Monday at Vanderbilt University .,"TL;DR , American drama for two weeks beginning Monday at is not a named entity ."
Actor Karl Malden will teach acting in realistic American drama for two weeks beginning Monday at Vanderbilt University .,"TL;DR , Karl Malden will teach is not a named entity ."
Moscow IZVESTIYA,"TL;DR , Moscow is a location entity ."
Moscow IZVESTIYA,"TL;DR , IZVESTIYA is an organization entity ."
Moscow IZVESTIYA,"TL;DR , Moscow IZVESTIYA is not a named entity ."
"An estimated one in four Argentina 's 31 million people lives in poverty ; 820 , 000 people in Buenos Aires Province alone eat at least one meal a day at some 1 , 500 soup kitchens that have opened , according to Gov. Antonio Cafiero.","TL;DR , Argentina is a location entity ."
"An estimated one in four Argentina 's 31 million people lives in poverty ; 820 , 000 people in Buenos Aires Province alone eat at least one meal a day at some 1 , 500 soup kitchens that have opened , according to Gov. Antonio Cafiero.","TL;DR , 31 million is an other entity ."
"An estimated one in four Argentina 's 31 million people lives in poverty ; 820 , 000 people in Buenos Aires Province alone eat at least one meal a day at some 1 , 500 soup kitchens that have opened , according to Gov. Antonio Cafiero.","TL;DR , Buenos Aires Province is a location entity ."
"An estimated one in four Argentina 's 31 million people lives in poverty ; 820 , 000 people in Buenos Aires Province alone eat at least one meal a day at some 1 , 500 soup kitchens that have opened , according to Gov. Antonio Cafiero.","TL;DR , Antonio Cafiero. is a person entity ."
"An estimated one in four Argentina 's 31 million people lives in poverty ; 820 , 000 people in Buenos Aires Province alone eat at least one meal a day at some 1 , 500 soup kitchens that have opened , according to Gov. Antonio Cafiero.","TL;DR , have opened , according to Gov. Antonio is not a named entity ."
"An estimated one in four Argentina 's 31 million people lives in poverty ; 820 , 000 people in Buenos Aires Province alone eat at least one meal a day at some 1 , 500 soup kitchens that have opened , according to Gov. Antonio Cafiero.","TL;DR , 000 people is not a named entity ."
"An estimated one in four Argentina 's 31 million people lives in poverty ; 820 , 000 people in Buenos Aires Province alone eat at least one meal a day at some 1 , 500 soup kitchens that have opened , according to Gov. Antonio Cafiero.","TL;DR , a day at some 1 is not a named entity ."
"An estimated one in four Argentina 's 31 million people lives in poverty ; 820 , 000 people in Buenos Aires Province alone eat at least one meal a day at some 1 , 500 soup kitchens that have opened , according to Gov. Antonio Cafiero.","TL;DR , at some 1 , 500 soup is not a named entity ."
"An estimated one in four Argentina 's 31 million people lives in poverty ; 820 , 000 people in Buenos Aires Province alone eat at least one meal a day at some 1 , 500 soup kitchens that have opened , according to Gov. Antonio Cafiero.","TL;DR , in Buenos Aires Province alone eat at is not a named entity ."
"An estimated one in four Argentina 's 31 million people lives in poverty ; 820 , 000 people in Buenos Aires Province alone eat at least one meal a day at some 1 , 500 soup kitchens that have opened , according to Gov. Antonio Cafiero.","TL;DR , million is not a named entity ."
"An estimated one in four Argentina 's 31 million people lives in poverty ; 820 , 000 people in Buenos Aires Province alone eat at least one meal a day at some 1 , 500 soup kitchens that have opened , according to Gov. Antonio Cafiero.","TL;DR , 000 people in is not a named entity ."
"An estimated one in four Argentina 's 31 million people lives in poverty ; 820 , 000 people in Buenos Aires Province alone eat at least one meal a day at some 1 , 500 soup kitchens that have opened , according to Gov. Antonio Cafiero.","TL;DR , that have opened , according to is not a named entity ."
"Crocodiles in Zambia 's Kafue River have devoured five people since the beginning of the year , and villagers have asked the authorities to shoot the reptiles , a local official said today .","TL;DR , Zambia is a location entity ."
"Crocodiles in Zambia 's Kafue River have devoured five people since the beginning of the year , and villagers have asked the authorities to shoot the reptiles , a local official said today .","TL;DR , Kafue River is a location entity ."
"Crocodiles in Zambia 's Kafue River have devoured five people since the beginning of the year , and villagers have asked the authorities to shoot the reptiles , a local official said today .","TL;DR , authorities to shoot is not a named entity ."
"Crocodiles in Zambia 's Kafue River have devoured five people since the beginning of the year , and villagers have asked the authorities to shoot the reptiles , a local official said today .","TL;DR , River have devoured five people since is not a named entity ."
"Crocodiles in Zambia 's Kafue River have devoured five people since the beginning of the year , and villagers have asked the authorities to shoot the reptiles , a local official said today .","TL;DR , asked is not a named entity ."
"Crocodiles in Zambia 's Kafue River have devoured five people since the beginning of the year , and villagers have asked the authorities to shoot the reptiles , a local official said today .","TL;DR , shoot the is not a named entity ."
"In 1863 , American automaker Henry Ford was born in Dearborn Township , Mich .","TL;DR , Henry Ford is a person entity ."
"In 1863 , American automaker Henry Ford was born in Dearborn Township , Mich .","TL;DR , Dearborn Township , Mich is a location entity ."
"In 1863 , American automaker Henry Ford was born in Dearborn Township , Mich .","TL;DR , Ford was born in is not a named entity ."
"In 1863 , American automaker Henry Ford was born in Dearborn Township , Mich .","TL;DR , 1863 , American automaker Henry Ford is not a named entity ."
"In 1863 , American automaker Henry Ford was born in Dearborn Township , Mich .","TL;DR , Ford is not a named entity ."
"In 1863 , American automaker Henry Ford was born in Dearborn Township , Mich .","TL;DR , automaker Henry Ford was born in is not a named entity ."
"In 1817 , naturalist-author Henry David Thoreau was born in Concord , Mass .","TL;DR , Henry David Thoreau is a person entity ."
